sales_key,sales_code,sales_date_key,customer_key,employee_key,store_key,payment_key,promotion_key,sales_status,invoice_number
1783,SAL001783,20230729,493,210,18,3,,Completed,INV-202307-001783
1784,SAL001784,20250613,278,266,23,15,,Completed,INV-202506-001784
1785,SAL001785,20220814,514,190,16,17,,Pending,INV-202208-001785
1786,SAL001786,20240309,179,236,20,12,,Completed,INV-202403-001786
1787,SAL001787,20260128,746,120,10,1,,Pending,INV-202601-001787
1788,SAL001788,20250416,561,223,19,8,,Completed,INV-202504-001788
1789,SAL001789,20221217,163,155,13,5,,Completed,INV-202212-001789
1790,SAL001790,20230912,260,221,19,8,,Completed,INV-202309-001790
1791,SAL001791,20220430,349,256,22,16,,Completed,INV-202204-001791
1792,SAL001792,20240930,986,161,14,13,,Completed,INV-202409-001792
1793,SAL001793,20230702,566,235,20,16,,Completed,INV-202307-001793
1794,SAL001794,20240919,160,188,16,9,,Completed,INV-202409-001794
1795,SAL001795,20251225,475,53,5,11,,Completed,INV-202512-001795
1796,SAL001796,20250817,661,290,25,5,36.0,Completed,INV-202508-001796
1797,SAL001797,20251219,853,132,11,9,45.0,Completed,INV-202512-001797
1798,SAL001798,20220427,841,231,20,4,,Completed,INV-202204-001798
1799,SAL001799,20220709,273,32,3,10,,Completed,INV-202207-001799
1800,SAL001800,20230131,457,94,8,15,,Completed,INV-202301-001800
1801,SAL001801,20230611,517,173,15,14,,Completed,INV-202306-001801
1802,SAL001802,20241031,36,121,11,17,,Completed,INV-202410-001802
1803,SAL001803,20221202,285,197,17,15,,Completed,INV-202212-001803
1804,SAL001804,20260310,679,213,18,6,,Completed,INV-202603-001804
1805,SAL001805,20240702,677,225,19,15,,Completed,INV-202407-001805
1806,SAL001806,20230419,686,199,17,8,,Completed,INV-202304-001806
1807,SAL001807,20230627,468,72,6,1,,Completed,INV-202306-001807
1808,SAL001808,20250825,789,194,17,16,,Completed,INV-202508-001808
1809,SAL001809,20220623,312,132,11,4,,Completed,INV-202206-001809
1810,SAL001810,20221018,322,20,2,5,,Completed,INV-202210-001810
1811,SAL001811,20240102,611,134,12,1,,Completed,INV-202401-001811
1812,SAL001812,20220725,75,158,14,11,,Completed,INV-202207-001812
1813,SAL001813,20240514,547,117,10,3,,Completed,INV-202405-001813
1814,SAL001814,20250210,391,178,15,14,36.0,Completed,INV-202502-001814
1815,SAL001815,20240502,249,191,16,10,,Completed,INV-202405-001815
1816,SAL001816,20250913,85,120,10,3,,Completed,INV-202509-001816
1817,SAL001817,20220629,907,181,16,3,,Completed,INV-202206-001817
1818,SAL001818,20250117,60,214,18,3,,Completed,INV-202501-001818
1819,SAL001819,20260208,326,202,17,17,39.0,Completed,INV-202602-001819
1820,SAL001820,20260523,765,109,10,15,,Completed,INV-202605-001820
1821,SAL001821,20241125,842,144,12,13,,Completed,INV-202411-001821
1822,SAL001822,20250317,691,63,6,11,36.0,Completed,INV-202503-001822
1823,SAL001823,20220413,378,283,24,10,,Completed,INV-202204-001823
1824,SAL001824,20250211,438,106,9,18,,Completed,INV-202502-001824
1825,SAL001825,20260521,463,61,6,18,,Completed,INV-202605-001825
1826,SAL001826,20251227,438,100,9,13,18.0,Completed,INV-202512-001826
1827,SAL001827,20241225,761,120,10,18,36.0,Completed,INV-202412-001827
1828,SAL001828,20250624,103,90,8,5,,Completed,INV-202506-001828
1829,SAL001829,20230818,760,128,11,4,,Completed,INV-202308-001829
1830,SAL001830,20260323,256,283,24,7,,Completed,INV-202603-001830
1831,SAL001831,20231105,667,18,2,8,,Completed,INV-202311-001831
1832,SAL001832,20220411,287,178,15,15,,Completed,INV-202204-001832
1833,SAL001833,20221009,588,112,10,14,,Completed,INV-202210-001833
1834,SAL001834,20220212,847,213,18,7,,Completed,INV-202202-001834
1835,SAL001835,20241125,433,29,3,7,,Completed,INV-202411-001835
1836,SAL001836,20240914,854,172,15,17,,Completed,INV-202409-001836
1837,SAL001837,20230908,583,16,2,8,,Completed,INV-202309-001837
1838,SAL001838,20220912,575,123,11,12,,Completed,INV-202209-001838
1839,SAL001839,20250616,873,170,15,7,,Completed,INV-202506-001839
1840,SAL001840,20231114,538,125,11,18,,Completed,INV-202311-001840
1841,SAL001841,20240717,803,19,2,5,,Completed,INV-202407-001841
1842,SAL001842,20220118,450,270,23,11,,Completed,INV-202201-001842
1843,SAL001843,20231219,909,182,16,11,,Completed,INV-202312-001843
1844,SAL001844,20260319,824,263,22,8,8.0,Completed,INV-202603-001844
1845,SAL001845,20221231,199,164,14,8,,Completed,INV-202212-001845
1846,SAL001846,20220409,87,53,5,3,,Completed,INV-202204-001846
1847,SAL001847,20250122,215,191,16,9,,Completed,INV-202501-001847
1848,SAL001848,20230201,107,90,8,10,,Completed,INV-202302-001848
1849,SAL001849,20220114,756,113,10,10,,Completed,INV-202201-001849
1850,SAL001850,20250623,71,175,15,13,,Completed,INV-202506-001850
1851,SAL001851,20241022,315,68,6,13,,Completed,INV-202410-001851
1852,SAL001852,20251101,962,113,10,18,36.0,Completed,INV-202511-001852
1853,SAL001853,20260206,703,127,11,7,,Completed,INV-202602-001853
1854,SAL001854,20250511,351,297,25,15,,Completed,INV-202505-001854
1855,SAL001855,20250227,495,180,15,18,,Completed,INV-202502-001855
1856,SAL001856,20250327,923,29,3,15,17.0,Completed,INV-202503-001856
1857,SAL001857,20251027,362,172,15,14,,Completed,INV-202510-001857
1858,SAL001858,20250404,887,161,14,5,18.0,Completed,INV-202504-001858
1859,SAL001859,20231121,77,269,23,12,,Completed,INV-202311-001859
1860,SAL001860,20220611,863,255,22,14,,Completed,INV-202206-001860
1861,SAL001861,20220526,42,58,5,18,,Completed,INV-202205-001861
1862,SAL001862,20220903,885,137,12,16,,Completed,INV-202209-001862
1863,SAL001863,20250311,434,243,21,10,36.0,Completed,INV-202503-001863
1864,SAL001864,20260521,435,248,21,10,,Completed,INV-202605-001864
1865,SAL001865,20220318,698,228,19,8,,Completed,INV-202203-001865
1866,SAL001866,20250812,55,37,4,5,17.0,Completed,INV-202508-001866
1867,SAL001867,20240929,95,289,25,10,17.0,Completed,INV-202409-001867
1868,SAL001868,20260313,713,31,3,16,,Completed,INV-202603-001868
1869,SAL001869,20240221,461,14,2,13,,Completed,INV-202402-001869
1870,SAL001870,20250914,503,241,21,7,,Completed,INV-202509-001870
1871,SAL001871,20231211,583,155,13,11,,Completed,INV-202312-001871
1872,SAL001872,20250624,119,235,20,10,26.0,Completed,INV-202506-001872
1873,SAL001873,20220720,561,129,11,9,,Completed,INV-202207-001873
1874,SAL001874,20220528,583,170,15,11,,Completed,INV-202205-001874
1875,SAL001875,20230821,520,170,15,17,,Completed,INV-202308-001875
1876,SAL001876,20251231,457,277,24,8,22.0,Completed,INV-202512-001876
1877,SAL001877,20250306,881,20,2,10,17.0,Completed,INV-202503-001877
1878,SAL001878,20240813,19,33,3,4,,Completed,INV-202408-001878
1879,SAL001879,20260409,254,133,12,9,,Completed,INV-202604-001879
1880,SAL001880,20230731,566,236,20,14,,Completed,INV-202307-001880
1881,SAL001881,20240626,93,57,5,17,,Completed,INV-202406-001881
1882,SAL001882,20260207,568,211,18,11,,Completed,INV-202602-001882
1883,SAL001883,20220909,752,273,23,17,,Completed,INV-202209-001883
1884,SAL001884,20220528,265,273,23,7,,Completed,INV-202205-001884
1885,SAL001885,20230607,543,47,4,7,,Completed,INV-202306-001885
1886,SAL001886,20231202,436,137,12,2,,Completed,INV-202312-001886
1887,SAL001887,20220404,432,154,13,15,,Completed,INV-202204-001887
1888,SAL001888,20250830,841,48,4,18,,Completed,INV-202508-001888
1889,SAL001889,20220411,886,32,3,15,,Completed,INV-202204-001889
1890,SAL001890,20230125,660,290,25,18,,Completed,INV-202301-001890
1891,SAL001891,20260613,216,180,15,9,4.0,Completed,INV-202606-001891
1892,SAL001892,20230409,260,122,11,9,,Completed,INV-202304-001892
1893,SAL001893,20260327,493,112,10,9,,Completed,INV-202603-001893
1894,SAL001894,20220509,720,101,9,4,,Completed,INV-202205-001894
1895,SAL001895,20250915,941,170,15,13,,Completed,INV-202509-001895
1896,SAL001896,20240321,250,142,12,6,,Completed,INV-202403-001896
1897,SAL001897,20230222,939,125,11,15,,Completed,INV-202302-001897
1898,SAL001898,20250722,929,99,9,18,40.0,Completed,INV-202507-001898
1899,SAL001899,20231216,518,21,2,18,,Completed,INV-202312-001899
1900,SAL001900,20230622,130,56,5,8,,Completed,INV-202306-001900
1901,SAL001901,20241219,667,207,18,13,,Completed,INV-202412-001901
1902,SAL001902,20231015,863,151,13,2,,Completed,INV-202310-001902
1903,SAL001903,20250702,624,294,25,3,,Completed,INV-202507-001903
1904,SAL001904,20250604,734,135,12,1,,Completed,INV-202506-001904
1905,SAL001905,20220929,255,254,22,7,,Completed,INV-202209-001905
1906,SAL001906,20240528,655,15,2,7,,Completed,INV-202405-001906
1907,SAL001907,20231113,287,180,15,2,,Completed,INV-202311-001907
1908,SAL001908,20230305,536,98,9,12,,Completed,INV-202303-001908
1909,SAL001909,20250925,71,49,5,4,,Completed,INV-202509-001909
1910,SAL001910,20240929,250,263,22,12,,Completed,INV-202409-001910
1911,SAL001911,20220924,208,145,13,18,,Completed,INV-202209-001911
1912,SAL001912,20221028,254,105,9,13,,Completed,INV-202210-001912
1913,SAL001913,20241011,663,120,10,3,,Completed,INV-202410-001913
1914,SAL001914,20260429,655,72,6,11,,Completed,INV-202604-001914
1915,SAL001915,20230626,830,56,5,7,,Completed,INV-202306-001915
1916,SAL001916,20231129,506,152,13,2,,Completed,INV-202311-001916
1917,SAL001917,20220521,349,33,3,11,,Pending,INV-202205-001917
1918,SAL001918,20220819,945,85,8,18,,Completed,INV-202208-001918
1919,SAL001919,20221003,962,61,6,14,,Completed,INV-202210-001919
1920,SAL001920,20250527,585,162,14,2,17.0,Completed,INV-202505-001920
1921,SAL001921,20251201,405,55,5,7,28.0,Completed,INV-202512-001921
1922,SAL001922,20231220,787,191,16,7,,Completed,INV-202312-001922
1923,SAL001923,20241219,286,87,8,8,,Completed,INV-202412-001923
1924,SAL001924,20221206,664,294,25,10,,Completed,INV-202212-001924
1925,SAL001925,20240105,130,212,18,4,,Completed,INV-202401-001925
1926,SAL001926,20230125,272,227,19,1,,Completed,INV-202301-001926
1927,SAL001927,20260518,729,288,24,5,,Completed,INV-202605-001927
1928,SAL001928,20240410,978,48,4,10,,Completed,INV-202404-001928
1929,SAL001929,20240717,104,250,21,11,,Completed,INV-202407-001929
1930,SAL001930,20221026,609,114,10,6,,Completed,INV-202210-001930
1931,SAL001931,20260214,982,108,9,7,,Completed,INV-202602-001931
1932,SAL001932,20250216,346,268,23,13,36.0,Completed,INV-202502-001932
1933,SAL001933,20240122,354,14,2,5,,Completed,INV-202401-001933
1934,SAL001934,20230921,697,172,15,17,,Completed,INV-202309-001934
1935,SAL001935,20251206,174,33,3,6,,Pending,INV-202512-001935
1936,SAL001936,20251031,106,204,17,10,18.0,Completed,INV-202510-001936
1937,SAL001937,20230516,69,175,15,8,,Completed,INV-202305-001937
1938,SAL001938,20231201,926,100,9,14,,Completed,INV-202312-001938
1939,SAL001939,20240320,446,171,15,4,,Completed,INV-202403-001939
1940,SAL001940,20260112,452,37,4,5,,Completed,INV-202601-001940
1941,SAL001941,20241021,246,137,12,13,,Completed,INV-202410-001941
1942,SAL001942,20250225,221,50,5,15,,Completed,INV-202502-001942
1943,SAL001943,20250329,842,239,20,8,,Completed,INV-202503-001943
1944,SAL001944,20220818,579,216,18,2,,Completed,INV-202208-001944
1945,SAL001945,20230105,641,162,14,2,,Completed,INV-202301-001945
1946,SAL001946,20240415,235,215,18,17,,Completed,INV-202404-001946
1947,SAL001947,20250702,722,180,15,15,40.0,Completed,INV-202507-001947
1948,SAL001948,20251208,81,230,20,15,,Completed,INV-202512-001948
1949,SAL001949,20240329,888,131,11,3,,Completed,INV-202403-001949
1950,SAL001950,20240108,593,173,15,11,,Completed,INV-202401-001950
1951,SAL001951,20250312,902,67,6,15,,Completed,INV-202503-001951
1952,SAL001952,20221228,993,163,14,17,,Completed,INV-202212-001952
1953,SAL001953,20221224,26,133,12,18,,Completed,INV-202212-001953
1954,SAL001954,20240831,957,122,11,8,,Completed,INV-202408-001954
1955,SAL001955,20260204,427,219,19,11,,Completed,INV-202602-001955
1956,SAL001956,20230828,949,70,6,11,,Completed,INV-202308-001956
1957,SAL001957,20250202,782,165,14,8,,Completed,INV-202502-001957
1958,SAL001958,20260108,364,191,16,17,,Completed,INV-202601-001958
1959,SAL001959,20230426,107,18,2,14,,Completed,INV-202304-001959
1960,SAL001960,20220409,573,118,10,11,,Completed,INV-202204-001960
1961,SAL001961,20260728,798,45,4,8,,Completed,INV-202607-001961
1962,SAL001962,20250209,663,158,14,3,,Completed,INV-202502-001962
1963,SAL001963,20260710,446,37,4,18,,Completed,INV-202607-001963
1964,SAL001964,20260216,713,260,22,5,,Completed,INV-202602-001964
1965,SAL001965,20220225,414,97,9,3,,Completed,INV-202202-001965
1966,SAL001966,20260311,25,106,9,17,,Completed,INV-202603-001966
1967,SAL001967,20260416,718,196,17,11,,Completed,INV-202604-001967
1968,SAL001968,20260719,333,257,22,11,,Completed,INV-202607-001968
1969,SAL001969,20220730,902,67,6,16,,Completed,INV-202207-001969
1970,SAL001970,20230204,473,63,6,4,,Completed,INV-202302-001970
1971,SAL001971,20250309,656,25,3,15,17.0,Completed,INV-202503-001971
1972,SAL001972,20221104,647,262,22,5,,Completed,INV-202211-001972
1973,SAL001973,20220915,39,53,5,11,,Completed,INV-202209-001973
1974,SAL001974,20260714,568,18,2,2,9.0,Completed,INV-202607-001974
1975,SAL001975,20240930,971,56,5,18,,Completed,INV-202409-001975
1976,SAL001976,20220217,475,118,10,6,,Completed,INV-202202-001976
1977,SAL001977,20230606,186,88,8,13,,Completed,INV-202306-001977
1978,SAL001978,20230728,583,160,14,13,,Completed,INV-202307-001978
1979,SAL001979,20260205,409,138,12,12,39.0,Completed,INV-202602-001979
1980,SAL001980,20250223,743,225,19,1,40.0,Completed,INV-202502-001980
1981,SAL001981,20220413,930,129,11,11,,Completed,INV-202204-001981
1982,SAL001982,20250224,293,293,25,4,,Completed,INV-202502-001982
1983,SAL001983,20240508,134,287,24,18,,Completed,INV-202405-001983
1984,SAL001984,20250220,62,60,5,1,,Completed,INV-202502-001984
1985,SAL001985,20220125,933,231,20,8,,Completed,INV-202201-001985
1986,SAL001986,20260125,364,140,12,4,,Completed,INV-202601-001986
1987,SAL001987,20240421,312,274,23,5,,Completed,INV-202404-001987
1988,SAL001988,20230314,656,170,15,4,,Completed,INV-202303-001988
1989,SAL001989,20241029,75,213,18,11,36.0,Completed,INV-202410-001989
1990,SAL001990,20220625,606,98,9,2,,Completed,INV-202206-001990
1991,SAL001991,20250405,790,263,22,10,,Completed,INV-202504-001991
1992,SAL001992,20260705,925,247,21,3,,Completed,INV-202607-001992
1993,SAL001993,20250318,931,290,25,9,,Completed,INV-202503-001993
1994,SAL001994,20221128,191,150,13,6,,Completed,INV-202211-001994
1995,SAL001995,20240204,335,117,10,15,,Completed,INV-202402-001995
1996,SAL001996,20250203,996,290,25,12,40.0,Completed,INV-202502-001996
1997,SAL001997,20260531,77,257,22,10,,Completed,INV-202605-001997
1998,SAL001998,20220323,677,132,11,6,,Completed,INV-202203-001998
1999,SAL001999,20240617,13,189,16,15,,Completed,INV-202406-001999
2000,SAL002000,20230930,756,14,2,16,,Completed,INV-202309-002000
2001,SAL002001,20221125,228,266,23,16,,Completed,INV-202211-002001
2002,SAL002002,20260624,712,134,12,12,13.0,Completed,INV-202606-002002
2003,SAL002003,20220804,509,271,23,7,,Completed,INV-202208-002003
2004,SAL002004,20240818,784,90,8,7,17.0,Completed,INV-202408-002004
2005,SAL002005,20240430,436,128,11,15,,Completed,INV-202404-002005
2006,SAL002006,20250217,382,161,14,6,,Completed,INV-202502-002006
2007,SAL002007,20230313,517,105,9,18,,Completed,INV-202303-002007
2008,SAL002008,20230820,115,210,18,11,,Completed,INV-202308-002008
2009,SAL002009,20220315,391,288,24,5,,Completed,INV-202203-002009
2010,SAL002010,20260228,854,293,25,6,,Completed,INV-202602-002010
2011,SAL002011,20220915,5,49,5,7,,Completed,INV-202209-002011
2012,SAL002012,20230804,689,171,15,17,,Completed,INV-202308-002012
2013,SAL002013,20241219,591,188,16,14,18.0,Completed,INV-202412-002013
2014,SAL002014,20250329,410,236,20,12,40.0,Completed,INV-202503-002014
2015,SAL002015,20241224,118,173,15,3,17.0,Completed,INV-202412-002015
2016,SAL002016,20230313,892,144,12,14,,Completed,INV-202303-002016
2017,SAL002017,20220807,172,232,20,7,,Completed,INV-202208-002017
2018,SAL002018,20231016,500,260,22,1,,Completed,INV-202310-002018
2019,SAL002019,20260408,645,222,19,7,,Completed,INV-202604-002019
2020,SAL002020,20251129,762,95,8,15,39.0,Completed,INV-202511-002020
2021,SAL002021,20220305,490,187,16,10,,Completed,INV-202203-002021
2022,SAL002022,20230207,692,87,8,10,,Completed,INV-202302-002022
2023,SAL002023,20221112,710,105,9,18,,Completed,INV-202211-002023
2024,SAL002024,20220112,730,262,22,18,,Completed,INV-202201-002024
2025,SAL002025,20231023,97,192,16,5,,Completed,INV-202310-002025
2026,SAL002026,20230112,6,202,17,9,,Completed,INV-202301-002026
2027,SAL002027,20230711,196,171,15,17,,Completed,INV-202307-002027
2028,SAL002028,20230509,487,23,2,7,,Completed,INV-202305-002028
2029,SAL002029,20240619,177,154,13,2,,Completed,INV-202406-002029
2030,SAL002030,20240517,711,130,11,3,,Completed,INV-202405-002030
2031,SAL002031,20250124,353,67,6,6,,Completed,INV-202501-002031
2032,SAL002032,20220825,371,166,14,6,,Completed,INV-202208-002032
2033,SAL002033,20250119,571,109,10,18,26.0,Completed,INV-202501-002033
2034,SAL002034,20221106,827,159,14,13,,Completed,INV-202211-002034
2035,SAL002035,20220606,672,262,22,14,,Completed,INV-202206-002035
2036,SAL002036,20240924,788,183,16,4,,Cancelled,INV-202409-002036
2037,SAL002037,20260609,227,154,13,1,4.0,Completed,INV-202606-002037
2038,SAL002038,20251017,229,33,3,7,26.0,Completed,INV-202510-002038
2039,SAL002039,20250119,319,147,13,17,,Completed,INV-202501-002039
2040,SAL002040,20251211,532,215,18,9,,Completed,INV-202512-002040
2041,SAL002041,20230528,315,262,22,4,,Completed,INV-202305-002041
2042,SAL002042,20250903,703,71,6,15,,Completed,INV-202509-002042
2043,SAL002043,20240301,265,198,17,7,,Completed,INV-202403-002043
2044,SAL002044,20240209,107,236,20,15,,Pending,INV-202402-002044
2045,SAL002045,20220131,438,160,14,2,,Completed,INV-202201-002045
2046,SAL002046,20250619,231,126,11,5,25.0,Completed,INV-202506-002046
2047,SAL002047,20240505,56,150,13,13,,Completed,INV-202405-002047
2048,SAL002048,20250330,464,123,11,5,,Completed,INV-202503-002048
2049,SAL002049,20240607,98,274,23,2,,Completed,INV-202406-002049
2050,SAL002050,20251027,399,275,23,14,,Completed,INV-202510-002050
2051,SAL002051,20240316,534,130,11,11,,Completed,INV-202403-002051
2052,SAL002052,20231110,695,190,16,16,,Completed,INV-202311-002052
2053,SAL002053,20260315,634,54,5,16,,Completed,INV-202603-002053
2054,SAL002054,20220601,716,135,12,11,,Completed,INV-202206-002054
2055,SAL002055,20260220,382,271,23,17,8.0,Completed,INV-202602-002055
2056,SAL002056,20250924,906,177,15,1,,Completed,INV-202509-002056
2057,SAL002057,20240514,236,170,15,7,,Completed,INV-202405-002057
2058,SAL002058,20220614,550,63,6,14,,Completed,INV-202206-002058
2059,SAL002059,20260713,924,298,25,16,,Completed,INV-202607-002059
2060,SAL002060,20230921,361,134,12,10,,Completed,INV-202309-002060
2061,SAL002061,20230720,996,218,19,6,,Pending,INV-202307-002061
2062,SAL002062,20220318,58,184,16,11,,Completed,INV-202203-002062
2063,SAL002063,20220904,785,191,16,10,,Completed,INV-202209-002063
2064,SAL002064,20230807,249,100,9,6,,Completed,INV-202308-002064
2065,SAL002065,20240928,783,284,24,3,,Completed,INV-202409-002065
2066,SAL002066,20230607,149,224,19,1,,Completed,INV-202306-002066
2067,SAL002067,20220904,93,215,18,9,,Completed,INV-202209-002067
2068,SAL002068,20230909,797,176,15,13,,Pending,INV-202309-002068
2069,SAL002069,20260114,581,189,16,15,,Completed,INV-202601-002069
2070,SAL002070,20220124,180,289,25,15,,Completed,INV-202201-002070
2071,SAL002071,20230420,583,53,5,11,,Completed,INV-202304-002071
2072,SAL002072,20251213,523,254,22,11,,Completed,INV-202512-002072
2073,SAL002073,20260213,402,153,13,9,,Completed,INV-202602-002073
2074,SAL002074,20220511,291,297,25,17,,Completed,INV-202205-002074
2075,SAL002075,20241121,651,226,19,13,36.0,Completed,INV-202411-002075
2076,SAL002076,20230806,820,55,5,18,,Completed,INV-202308-002076
2077,SAL002077,20251206,671,135,12,16,33.0,Completed,INV-202512-002077
2078,SAL002078,20230616,826,210,18,8,,Completed,INV-202306-002078
2079,SAL002079,20230724,752,145,13,13,,Completed,INV-202307-002079
2080,SAL002080,20250817,171,197,17,15,17.0,Completed,INV-202508-002080
2081,SAL002081,20241022,808,271,23,15,,Completed,INV-202410-002081
2082,SAL002082,20220402,893,179,15,2,,Completed,INV-202204-002082
2083,SAL002083,20230715,840,243,21,16,,Completed,INV-202307-002083
2084,SAL002084,20260114,545,236,20,14,22.0,Completed,INV-202601-002084
2085,SAL002085,20240925,970,239,20,4,,Completed,INV-202409-002085
2086,SAL002086,20230825,128,167,14,5,,Completed,INV-202308-002086
2087,SAL002087,20250326,671,59,5,11,5.0,Completed,INV-202503-002087
2088,SAL002088,20250402,455,185,16,14,,Completed,INV-202504-002088
2089,SAL002089,20260112,946,182,16,10,39.0,Completed,INV-202601-002089
2090,SAL002090,20251016,573,149,13,5,,Completed,INV-202510-002090
2091,SAL002091,20260122,384,216,18,4,,Completed,INV-202601-002091
2092,SAL002092,20220905,835,54,5,8,,Completed,INV-202209-002092
2093,SAL002093,20230408,723,215,18,7,,Completed,INV-202304-002093
2094,SAL002094,20240614,660,147,13,8,,Completed,INV-202406-002094
2095,SAL002095,20250221,130,108,9,7,26.0,Completed,INV-202502-002095
2096,SAL002096,20240129,887,191,16,16,,Completed,INV-202401-002096
2097,SAL002097,20250326,172,297,25,2,,Completed,INV-202503-002097
2098,SAL002098,20230409,157,144,12,3,,Completed,INV-202304-002098
2099,SAL002099,20240108,983,183,16,9,,Completed,INV-202401-002099
2100,SAL002100,20240725,9,69,6,2,,Completed,INV-202407-002100
2101,SAL002101,20240710,159,275,23,10,,Completed,INV-202407-002101
2102,SAL002102,20250108,687,239,20,1,,Completed,INV-202501-002102
2103,SAL002103,20250128,873,115,10,4,,Completed,INV-202501-002103
2104,SAL002104,20240803,540,62,6,12,,Completed,INV-202408-002104
2105,SAL002105,20250821,93,294,25,17,45.0,Completed,INV-202508-002105
2106,SAL002106,20251228,159,46,4,6,33.0,Completed,INV-202512-002106
2107,SAL002107,20240517,849,67,6,3,,Completed,INV-202405-002107
2108,SAL002108,20220217,446,161,14,17,,Pending,INV-202202-002108
2109,SAL002109,20240807,293,104,9,5,,Completed,INV-202408-002109
2110,SAL002110,20251122,62,266,23,4,,Completed,INV-202511-002110
2111,SAL002111,20260713,233,101,9,7,,Completed,INV-202607-002111
2112,SAL002112,20230126,163,198,17,17,,Completed,INV-202301-002112
2113,SAL002113,20260321,141,182,16,4,22.0,Completed,INV-202603-002113
2114,SAL002114,20230705,783,207,18,15,,Completed,INV-202307-002114
2115,SAL002115,20240627,656,247,21,16,,Completed,INV-202406-002115
2116,SAL002116,20251001,686,203,17,17,,Completed,INV-202510-002116
2117,SAL002117,20260705,681,125,11,10,42.0,Completed,INV-202607-002117
2118,SAL002118,20221112,239,146,13,16,,Completed,INV-202211-002118
2119,SAL002119,20240322,25,126,11,14,,Completed,INV-202403-002119
2120,SAL002120,20251224,193,58,5,15,,Completed,INV-202512-002120
2121,SAL002121,20260704,146,145,13,5,47.0,Completed,INV-202607-002121
2122,SAL002122,20250903,197,97,9,3,40.0,Completed,INV-202509-002122
2123,SAL002123,20250207,347,88,8,3,27.0,Completed,INV-202502-002123
2124,SAL002124,20221031,661,256,22,12,,Completed,INV-202210-002124
2125,SAL002125,20231221,327,120,10,18,,Completed,INV-202312-002125
2126,SAL002126,20230718,244,197,17,3,,Completed,INV-202307-002126
2127,SAL002127,20260522,578,110,10,13,,Completed,INV-202605-002127
2128,SAL002128,20250528,769,68,6,11,,Completed,INV-202505-002128
2129,SAL002129,20230915,752,108,9,8,,Completed,INV-202309-002129
2130,SAL002130,20240516,168,166,14,2,,Completed,INV-202405-002130
2131,SAL002131,20230517,260,149,13,10,,Completed,INV-202305-002131
2132,SAL002132,20240820,112,289,25,8,,Completed,INV-202408-002132
2133,SAL002133,20220901,304,126,11,17,,Pending,INV-202209-002133
2134,SAL002134,20260503,765,71,6,12,26.0,Completed,INV-202605-002134
2135,SAL002135,20241015,193,159,14,8,,Completed,INV-202410-002135
2136,SAL002136,20241204,221,269,23,4,,Completed,INV-202412-002136
2137,SAL002137,20221003,28,70,6,3,,Completed,INV-202210-002137
2138,SAL002138,20230817,405,184,16,9,,Completed,INV-202308-002138
2139,SAL002139,20260319,683,150,13,5,26.0,Completed,INV-202603-002139
2140,SAL002140,20221119,170,242,21,2,,Completed,INV-202211-002140
2141,SAL002141,20260710,504,288,24,5,,Completed,INV-202607-002141
2142,SAL002142,20250805,116,181,16,17,39.0,Completed,INV-202508-002142
2143,SAL002143,20230617,360,188,16,17,,Completed,INV-202306-002143
2144,SAL002144,20250120,258,247,21,11,,Completed,INV-202501-002144
2145,SAL002145,20241222,661,286,24,18,,Completed,INV-202412-002145
2146,SAL002146,20250803,697,223,19,10,,Completed,INV-202508-002146
2147,SAL002147,20220613,924,194,17,12,,Completed,INV-202206-002147
2148,SAL002148,20250616,674,23,2,2,,Completed,INV-202506-002148
2149,SAL002149,20250805,996,139,12,8,45.0,Completed,INV-202508-002149
2150,SAL002150,20240907,413,60,5,14,,Completed,INV-202409-002150
2151,SAL002151,20240416,703,284,24,9,,Completed,INV-202404-002151
2152,SAL002152,20260214,216,238,20,4,,Completed,INV-202602-002152
2153,SAL002153,20220520,26,196,17,18,,Completed,INV-202205-002153
2154,SAL002154,20260425,14,271,23,6,,Completed,INV-202604-002154
2155,SAL002155,20250117,934,123,11,4,,Completed,INV-202501-002155
2156,SAL002156,20250315,650,217,19,2,,Pending,INV-202503-002156
2157,SAL002157,20230201,552,85,8,6,,Completed,INV-202302-002157
2158,SAL002158,20251126,773,214,18,9,,Pending,INV-202511-002158
2159,SAL002159,20220210,85,278,24,15,,Cancelled,INV-202202-002159
2160,SAL002160,20221123,404,62,6,9,,Completed,INV-202211-002160
2161,SAL002161,20250615,912,260,22,15,,Completed,INV-202506-002161
2162,SAL002162,20231204,269,254,22,16,,Completed,INV-202312-002162
2163,SAL002163,20220612,208,219,19,13,,Completed,INV-202206-002163
2164,SAL002164,20250323,881,161,14,13,,Completed,INV-202503-002164
2165,SAL002165,20230815,369,61,6,7,,Completed,INV-202308-002165
2166,SAL002166,20220130,566,196,17,8,,Completed,INV-202201-002166
2167,SAL002167,20251226,221,57,5,5,,Completed,INV-202512-002167
2168,SAL002168,20220919,203,198,17,18,,Completed,INV-202209-002168
2169,SAL002169,20220819,497,98,9,12,,Completed,INV-202208-002169
2170,SAL002170,20220917,707,189,16,10,,Completed,INV-202209-002170
2171,SAL002171,20230330,608,116,10,1,,Completed,INV-202303-002171
2172,SAL002172,20220105,718,268,23,3,,Completed,INV-202201-002172
2173,SAL002173,20230211,278,92,8,11,,Completed,INV-202302-002173
2174,SAL002174,20230517,623,186,16,15,,Completed,INV-202305-002174
2175,SAL002175,20220908,115,270,23,16,,Pending,INV-202209-002175
