return_key,return_code,sales_key,sales_detail_key,product_key,stock_key,return_date_key,return_quantity,unit_price,gross_return,discount_amount,tax_amount,refund_amount,cost_price,return_reason,refund_method,return_status
226,RET000226,8433,22301,394,6398,20230715,1,3655800,3655800,182790,382031,3855041,3042300,Defective Product,Bank Transfer,Completed
227,RET000227,1737,4541,872,14315,20241106,1,1176700,1176700,100000,118437,1195137,853600,Defective Product,E-Wallet,Completed
228,RET000228,1737,4543,883,14487,20241106,2,4216900,8433800,66666,920384,9287518,3218700,Customer Changed Mind,Voucher,Completed
229,RET000229,2218,5906,584,9576,20221009,1,675400,675400,0,74294,749694,532200,Defective Product,Cash,Completed
230,RET000230,16979,44950,583,9556,20260126,4,31800,127200,0,13992,141192,24700,Defective Product,E-Wallet,Completed
231,RET000231,19236,51003,418,6804,20250521,1,21545300,21545300,0,2369983,23915283,18507900,Customer Changed Mind,E-Wallet,Completed
232,RET000232,4358,11557,957,15673,20241208,1,440400,440400,0,48444,488844,315700,Defective Product,Cash,Completed
233,RET000233,17117,45328,734,12042,20221004,3,1017200,3051600,0,335676,3387276,703200,Wrong Item Sent,Voucher,Completed
234,RET000234,25071,66526,543,8880,20230411,1,2590000,2590000,0,284900,2874900,2139000,Customer Changed Mind,Store Credit,Completed
235,RET000235,10930,28945,423,6884,20250208,3,756700,2270100,227010,224739,2267829,531100,Damaged Product,E-Wallet,Completed
236,RET000236,22978,60897,634,10383,20230714,1,3237000,3237000,0,356070,3593070,2525700,Customer Changed Mind,E-Wallet,Rejected
237,RET000237,22978,60899,411,6671,20230714,1,361800,361800,18090,37808,381518,228200,Customer Changed Mind,E-Wallet,Completed
238,RET000238,20335,53904,612,10019,20251128,3,350600,1051800,0,115698,1167498,249100,Duplicate Order,Store Credit,Completed
239,RET000239,10019,26536,888,14565,20240120,1,43200,43200,0,4752,47952,34000,Defective Product,Bank Transfer,Completed
240,RET000240,10019,26538,901,14769,20240120,1,1742900,1742900,0,191719,1934619,1143800,Incorrect Size,E-Wallet,Completed
241,RET000241,17759,47032,742,12180,20250313,1,3445000,3445000,100000,367950,3712950,2754800,Customer Changed Mind,Cash,Completed
242,RET000242,14324,38047,31,509,20231022,1,9400,9400,470,0,8930,8000,Customer Changed Mind,Bank Transfer,Completed
243,RET000243,14324,38048,173,2859,20231022,1,4137300,4137300,0,455103,4592403,3225600,Defective Product,E-Wallet,Completed
244,RET000244,14324,38049,451,7336,20231022,1,2296200,2296200,0,252582,2548782,1755000,Damaged Product,Voucher,Completed
245,RET000245,14324,38050,595,9743,20231022,1,38300,38300,0,4213,42513,32000,Defective Product,Voucher,Completed
246,RET000246,20145,53385,385,6250,20230821,1,4978500,4978500,0,547635,5526135,4288900,Defective Product,E-Wallet,Completed
247,RET000247,2260,6026,882,14463,20240826,2,278700,557400,0,61314,618714,191100,Incorrect Size,Store Credit,Rejected
248,RET000248,2260,6028,750,12308,20240826,1,1086800,1086800,0,119548,1206348,703000,Expired Product,Store Credit,Pending
249,RET000249,16056,42541,301,4877,20230426,1,85600,85600,0,9416,95016,68200,Defective Product,Voucher,Completed
250,RET000250,6788,18030,824,13526,20250723,1,441800,441800,25000,45848,462648,277100,Late Delivery,E-Wallet,Rejected
251,RET000251,24919,66120,386,6267,20240509,3,8900,26700,0,2937,29637,6200,Late Delivery,E-Wallet,Completed
252,RET000252,24919,66121,16,256,20240509,1,1849200,1849200,0,203412,2052612,1708900,Damaged Product,E-Wallet,Completed
253,RET000253,4661,12389,397,6453,20241130,1,6280300,6280300,0,690833,6971133,5202900,Defective Product,E-Wallet,Completed
254,RET000254,13218,35139,932,15264,20231119,2,500400,1000800,0,110088,1110888,364600,Damaged Product,Bank Transfer,Completed
255,RET000255,13218,35140,486,7925,20231119,3,1176800,3530400,176520,368926,3722806,853200,Damaged Product,Bank Transfer,Completed
256,RET000256,4598,12216,230,3758,20250619,2,4159200,8318400,831840,823521,8310081,3276600,Damaged Product,Cash,Completed
257,RET000257,13562,35988,645,10580,20250925,7,4200,29400,0,0,29400,3600,Damaged Product,E-Wallet,Completed
258,RET000258,13562,35991,70,1144,20250925,1,4063200,4063200,0,446952,4510152,3526800,Customer Changed Mind,E-Wallet,Completed
259,RET000259,21106,55987,985,16114,20230910,1,994100,994100,0,109351,1103451,700400,Incorrect Size,Cash,Completed
260,RET000260,10395,27547,301,4893,20230303,2,85600,171200,17120,16948,171028,68200,Customer Changed Mind,E-Wallet,Completed
261,RET000261,10395,27548,247,4047,20230303,1,11759800,11759800,0,1293578,13053378,9952600,Customer Changed Mind,Bank Transfer,Completed
262,RET000262,13100,34814,145,2397,20220529,2,441300,882600,0,97086,979686,331400,Quality Issue,E-Wallet,Completed
263,RET000263,8531,22576,276,4494,20250425,7,1282800,8979600,10000,986656,9956256,806900,Damaged Product,E-Wallet,Completed
264,RET000264,6430,17132,386,6272,20240611,15,8900,133500,0,14685,148185,6200,Defective Product,E-Wallet,Completed
265,RET000265,6430,17135,116,1896,20240611,2,4701100,9402200,0,1034242,10436442,3821600,Quality Issue,Cash,Completed
266,RET000266,21282,56434,436,7093,20240214,2,67500,135000,0,0,135000,55500,Late Delivery,E-Wallet,Completed
267,RET000267,24482,65022,821,13474,20220903,1,1291900,1291900,0,142109,1434009,893800,Damaged Product,Bank Transfer,Completed
268,RET000268,14335,38073,676,11067,20260516,1,6352600,6352600,150000,682286,6884886,5073900,Expired Product,Cash,Completed
269,RET000269,13232,35180,136,2234,20221105,3,1336700,4010100,0,441111,4451211,1052200,Defective Product,Store Credit,Completed
270,RET000270,19702,52254,770,12657,20231113,1,44000,44000,2200,4598,46398,32300,Expired Product,Store Credit,Completed
271,RET000271,20433,54160,854,13995,20220816,1,815700,815700,0,89727,905427,674100,Customer Changed Mind,Store Credit,Completed
272,RET000272,26740,70860,270,4405,20231127,3,29100,87300,0,9603,96903,23500,Damaged Product,Bank Transfer,Completed
273,RET000273,29551,78175,798,13105,20260806,1,67700,67700,0,7447,75147,49400,Wrong Item Sent,Cash,Completed
274,RET000274,29551,78177,639,10481,20260806,7,97200,680400,0,74844,755244,71200,Defective Product,Cash,Rejected
275,RET000275,21728,57626,770,12651,20230407,15,44000,660000,0,72600,732600,32300,Quality Issue,Cash,Completed
276,RET000276,21728,57627,736,12076,20230407,5,151300,756500,0,0,756500,114100,Damaged Product,Bank Transfer,Completed
277,RET000277,23180,61494,133,2189,20250502,1,16927400,16927400,1692740,1675812,16910472,15129400,Defective Product,E-Wallet,Completed
278,RET000278,23180,61495,295,4805,20250502,3,32300,96900,0,0,96900,28200,Damaged Product,Bank Transfer,Completed
279,RET000279,23180,61496,475,7747,20250502,1,1379100,1379100,0,151701,1530801,1167100,Late Delivery,Store Credit,Completed
280,RET000280,23180,61497,651,10676,20250502,5,48600,243000,12150,0,230850,43400,Customer Changed Mind,E-Wallet,Completed
281,RET000281,23180,61498,778,12793,20250502,1,1617100,1617100,0,177881,1794981,1060000,Damaged Product,E-Wallet,Completed
282,RET000282,20314,53855,222,3637,20250202,1,1318800,1318800,0,145068,1463868,1072200,Expired Product,Store Credit,Completed
283,RET000283,20314,53856,251,4104,20250202,12,16500,198000,0,21780,219780,12400,Wrong Item Sent,E-Wallet,Pending
284,RET000284,13643,36211,838,13745,20241206,1,1698600,1698600,0,186846,1885446,1128900,Quality Issue,E-Wallet,Completed
285,RET000285,13643,36212,466,7583,20241206,4,28800,115200,0,12672,127872,22900,Damaged Product,Bank Transfer,Completed
286,RET000286,19016,50392,863,14165,20221008,1,96100,96100,0,0,96100,72500,Damaged Product,Bank Transfer,Completed
287,RET000287,19016,50393,989,16186,20221008,1,7374900,7374900,0,811239,8186139,5733200,Damaged Product,E-Wallet,Completed
288,RET000288,4243,11256,643,10545,20220419,1,17686200,17686200,0,1945482,19631682,16281100,Damaged Product,Bank Transfer,Completed
289,RET000289,29470,77961,923,15110,20230607,3,179700,539100,0,59301,598401,124600,Damaged Product,Bank Transfer,Completed
290,RET000290,16988,44974,810,13299,20250822,9,14400,129600,0,14256,143856,11700,Damaged Product,Cash,Completed
291,RET000291,16988,44976,556,9119,20250822,5,38600,193000,0,21230,214230,33000,Wrong Item Sent,Store Credit,Completed
292,RET000292,20662,54784,349,5685,20231229,3,74800,224400,0,24684,249084,52600,Damaged Product,E-Wallet,Completed
293,RET000293,29566,78211,865,14198,20240329,2,95000,190000,0,0,190000,79900,Customer Changed Mind,E-Wallet,Completed
294,RET000294,29566,78212,430,6997,20240329,1,6967800,6967800,0,766458,7734258,6279200,Wrong Item Sent,Bank Transfer,Completed
295,RET000295,29566,78214,372,6053,20240329,3,4069400,12208200,0,1342902,13551102,2904700,Defective Product,E-Wallet,Completed
296,RET000296,10032,26576,334,5438,20250723,1,43100,43100,0,4741,47841,35200,Incorrect Size,Bank Transfer,Completed
297,RET000297,9554,25297,943,15432,20220515,1,5332300,5332300,533230,527897,5326967,4242800,Wrong Item Sent,E-Wallet,Completed
298,RET000298,9554,25298,640,10485,20220515,4,245900,983600,0,108196,1091796,196400,Expired Product,Bank Transfer,Completed
299,RET000299,9554,25300,934,15289,20220515,1,8295900,8295900,0,912549,9208449,6591700,Damaged Product,Store Credit,Pending
300,RET000300,13624,36153,189,3104,20240718,1,95500,95500,0,0,95500,82700,Expired Product,Cash,Completed
301,RET000301,4316,11445,725,11883,20260127,2,1578900,3157800,0,347358,3505158,1198900,Damaged Product,E-Wallet,Completed
302,RET000302,4316,11447,318,5178,20260127,1,5829800,5829800,291490,609214,6147524,5287500,Damaged Product,Store Credit,Completed
303,RET000303,4316,11448,956,15643,20260127,2,2733600,5467200,0,601392,6068592,1848900,Late Delivery,Cash,Completed
304,RET000304,4316,11449,354,5753,20260127,2,5689600,11379200,0,1251712,12630912,4889300,Customer Changed Mind,E-Wallet,Completed
305,RET000305,29289,77463,374,6073,20250609,5,2386500,11932500,0,1312575,13245075,1736900,Defective Product,Cash,Completed
306,RET000306,29289,77465,31,508,20250609,1,9400,9400,470,0,8930,8000,Customer Changed Mind,Store Credit,Pending
307,RET000307,29289,77467,159,2619,20250609,10,68900,689000,0,75790,764790,47500,Wrong Item Sent,Bank Transfer,Completed
308,RET000308,26802,71026,985,16121,20230810,1,994100,994100,0,109351,1103451,700400,Damaged Product,Store Credit,Completed
309,RET000309,26802,71027,909,14891,20230810,1,1440500,1440500,72025,150532,1519007,980300,Defective Product,Voucher,Completed
310,RET000310,5130,13702,688,11272,20260516,3,316800,950400,0,104544,1054944,258600,Customer Changed Mind,Bank Transfer,Completed
311,RET000311,5130,13703,966,15820,20260516,1,1229000,1229000,0,135190,1364190,787500,Damaged Product,Bank Transfer,Completed
312,RET000312,12954,34414,759,12467,20230127,3,93800,281400,0,30954,312354,73700,Defective Product,Bank Transfer,Completed
313,RET000313,13739,36484,529,8660,20220309,3,11400,34200,0,3762,37962,9700,Customer Changed Mind,Bank Transfer,Completed
314,RET000314,9585,25375,781,12839,20251109,1,11671200,11671200,5000,1283282,12949482,9821200,Incorrect Size,Voucher,Completed
315,RET000315,9585,25376,454,7382,20251109,1,120000,120000,0,13200,133200,96600,Defective Product,E-Wallet,Completed
316,RET000316,27573,73036,343,5579,20240927,1,6344300,6344300,317215,662979,6690064,5437800,Duplicate Order,Bank Transfer,Completed
317,RET000317,28367,75083,621,10177,20260414,1,90900,90900,0,0,90900,76800,Duplicate Order,Bank Transfer,Completed
318,RET000318,28367,75085,224,3671,20260414,2,4246100,8492200,849220,840727,8483707,3399900,Customer Changed Mind,Cash,Completed
319,RET000319,7275,19329,860,14098,20250331,2,235800,471600,0,0,471600,195500,Duplicate Order,Store Credit,Completed
320,RET000320,7275,19332,940,15387,20250331,2,1504400,3008800,0,330968,3339768,999100,Damaged Product,Store Credit,Completed
321,RET000321,7275,19334,431,7001,20250331,1,16884200,16884200,0,1857262,18741462,14124600,Customer Changed Mind,E-Wallet,Completed
322,RET000322,17941,47552,488,7960,20230528,1,1175200,1175200,0,129272,1304472,804600,Defective Product,Store Credit,Completed
323,RET000323,17941,47553,704,11531,20230528,2,251200,502400,0,55264,557664,193100,Defective Product,Bank Transfer,Completed
324,RET000324,17941,47554,171,2824,20230528,1,4364700,4364700,0,480117,4844817,3497400,Damaged Product,E-Wallet,Completed
325,RET000325,17941,47555,27,438,20230528,2,314700,629400,0,69234,698634,203600,Wrong Item Sent,Store Credit,Completed
326,RET000326,17941,47556,47,767,20230528,2,46000,92000,0,10120,102120,39400,Incorrect Size,Cash,Completed
327,RET000327,11285,29885,204,3355,20240927,1,225000,225000,0,24750,249750,165900,Customer Changed Mind,E-Wallet,Completed
328,RET000328,26042,69040,484,7888,20220528,3,406600,1219800,0,134178,1353978,324100,Defective Product,E-Wallet,Completed
329,RET000329,26042,69042,783,12864,20220528,1,337600,337600,0,37136,374736,262000,Late Delivery,Store Credit,Completed
330,RET000330,325,847,102,1667,20230704,1,1612700,1612700,0,177397,1790097,1057200,Wrong Item Sent,E-Wallet,Completed
331,RET000331,325,848,758,12443,20230704,1,6331300,6331300,0,696443,7027743,5240500,Expired Product,Bank Transfer,Completed
332,RET000332,4667,12406,300,4868,20260404,1,5164800,5164800,258240,539721,5446281,3996300,Defective Product,Store Credit,Completed
333,RET000333,11817,31344,246,4025,20231020,1,28500,28500,0,3135,31635,24400,Quality Issue,E-Wallet,Completed
334,RET000334,11817,31345,251,4106,20231020,13,16500,214500,0,23595,238095,12400,Defective Product,E-Wallet,Completed
335,RET000335,10946,28990,459,7463,20260521,1,203900,203900,10195,0,193705,157400,Damaged Product,Bank Transfer,Completed
336,RET000336,10946,28993,576,9441,20260521,2,5012600,10025200,0,1102772,11127972,4169400,Customer Changed Mind,Bank Transfer,Completed
337,RET000337,13821,36718,138,2262,20230306,1,1103200,1103200,0,121352,1224552,783800,Late Delivery,E-Wallet,Completed
338,RET000338,15484,41057,173,2859,20250405,3,4137300,12411900,75000,1357059,13693959,3225600,Quality Issue,E-Wallet,Completed
339,RET000339,15484,41060,22,352,20250405,2,97400,194800,24999,0,169801,86600,Late Delivery,Bank Transfer,Completed
340,RET000340,15484,41062,659,10802,20250405,1,3611100,3611100,37500,393096,3966696,2778500,Late Delivery,Store Credit,Completed
341,RET000341,28719,76016,762,12513,20220626,1,36200,36200,0,3982,40182,29300,Defective Product,Cash,Pending
342,RET000342,28719,76017,472,7693,20220626,1,182600,182600,0,20086,202686,126400,Duplicate Order,Cash,Completed
343,RET000343,771,1986,732,12004,20221016,3,43200,129600,0,0,129600,37000,Wrong Item Sent,E-Wallet,Completed
344,RET000344,771,1987,128,2093,20221016,1,2683700,2683700,134185,280446,2829961,2164400,Expired Product,E-Wallet,Completed
345,RET000345,22416,59430,577,9457,20251231,1,2863300,2863300,0,314963,3178263,2061900,Quality Issue,Store Credit,Completed
346,RET000346,13569,36010,725,11888,20260121,1,1578900,1578900,5000,173129,1747029,1198900,Damaged Product,E-Wallet,Completed
347,RET000347,13569,36011,383,6225,20260121,1,6519700,6519700,10000,716067,7225767,5542000,Customer Changed Mind,E-Wallet,Completed
348,RET000348,18442,48895,878,14409,20250615,1,3748900,3748900,0,412379,4161279,3456600,Incorrect Size,Store Credit,Completed
349,RET000349,18442,48897,537,8779,20250615,1,533000,533000,0,58630,591630,438600,Quality Issue,Bank Transfer,Completed
350,RET000350,18442,48898,209,3429,20250615,1,1413100,1413100,0,155441,1568541,1184700,Customer Changed Mind,E-Wallet,Completed
351,RET000351,18442,48899,818,13426,20250615,2,2418500,4837000,241850,505466,5100616,1787900,Defective Product,E-Wallet,Completed
352,RET000352,6965,18482,283,4598,20220301,3,84700,254100,0,27951,282051,69400,Expired Product,E-Wallet,Completed
353,RET000353,6965,18483,583,9552,20220301,4,31800,127200,0,13992,141192,24700,Quality Issue,E-Wallet,Completed
354,RET000354,10993,29096,553,9066,20230114,3,1823900,5471700,820755,511603,5162548,1359600,Customer Changed Mind,E-Wallet,Completed
355,RET000355,10993,29097,658,10791,20230114,1,17700,17700,0,1947,19647,13300,Damaged Product,Cash,Completed
356,RET000356,24197,64236,596,9762,20260710,1,147700,147700,0,16247,163947,113200,Duplicate Order,E-Wallet,Completed
357,RET000357,20478,54265,78,1271,20241111,1,491700,491700,0,54087,545787,407900,Defective Product,E-Wallet,Completed
358,RET000358,20478,54266,527,8623,20241111,1,20621600,20621600,0,2268376,22889976,18346200,Defective Product,E-Wallet,Completed
359,RET000359,28552,75561,832,13654,20260517,2,6824100,13648200,0,1501302,15149502,5592500,Wrong Item Sent,E-Wallet,Completed
360,RET000360,11774,31222,865,14188,20230702,6,95000,570000,0,0,570000,79900,Incorrect Size,Cash,Completed
361,RET000361,20844,55298,596,9751,20240618,5,147700,738500,0,81235,819735,113200,Damaged Product,Voucher,Completed
362,RET000362,3760,9982,483,7878,20250624,1,167500,167500,0,18425,185925,130600,Defective Product,Bank Transfer,Completed
363,RET000363,3760,9983,533,8719,20250624,1,3630700,3630700,0,399377,4030077,2733100,Duplicate Order,Bank Transfer,Completed
364,RET000364,11979,31773,671,10982,20220208,11,42400,466400,0,51304,517704,35400,Damaged Product,E-Wallet,Completed
365,RET000365,9821,26023,137,2251,20230328,12,29900,358800,0,39468,398268,22800,Expired Product,E-Wallet,Completed
366,RET000366,5956,15913,606,9908,20250124,2,708400,1416800,0,155848,1572648,506000,Damaged Product,Cash,Completed
367,RET000367,5956,15914,818,13419,20250124,3,2418500,7255500,362775,758199,7650924,1787900,Damaged Product,Voucher,Completed
368,RET000368,5956,15915,264,4300,20250124,4,77300,309200,15460,0,293740,66100,Quality Issue,E-Wallet,Completed
369,RET000369,20779,55131,317,5160,20240819,1,126600,126600,0,13926,140526,93100,Late Delivery,Voucher,Completed
370,RET000370,20779,55132,51,830,20240819,2,148500,297000,0,32670,329670,98400,Incorrect Size,E-Wallet,Completed
371,RET000371,20779,55133,855,14014,20240819,3,339400,1018200,0,112002,1130202,242300,Defective Product,Cash,Completed
372,RET000372,28550,75556,326,5308,20221022,2,2672600,5345200,0,587972,5933172,1992600,Customer Changed Mind,Voucher,Completed
373,RET000373,4121,10934,493,8055,20241011,1,3075600,3075600,0,338316,3413916,2206500,Customer Changed Mind,Store Credit,Completed
374,RET000374,4121,10936,128,2089,20241011,1,2683700,2683700,0,295207,2978907,2164400,Late Delivery,E-Wallet,Completed
375,RET000375,18733,49643,590,9661,20260320,3,283300,849900,0,93489,943389,230100,Defective Product,E-Wallet,Completed
376,RET000376,20625,54674,756,12403,20260507,1,12000,12000,0,0,12000,10400,Expired Product,Bank Transfer,Completed
377,RET000377,20038,53108,378,6137,20220419,1,2982900,2982900,0,328119,3311019,2567100,Defective Product,Cash,Completed
378,RET000378,28207,74690,894,14653,20251126,1,8457800,8457800,0,930358,9388158,7052800,Defective Product,E-Wallet,Completed
379,RET000379,360,935,541,8847,20251101,11,85200,937200,39285,98770,996685,63700,Expired Product,E-Wallet,Completed
380,RET000380,360,936,777,12772,20251101,5,885000,4425000,50000,481250,4856250,659800,Quality Issue,E-Wallet,Completed
381,RET000381,21463,56940,457,7433,20230615,2,31200,62400,0,0,62400,26000,Defective Product,Store Credit,Completed
382,RET000382,11489,30455,1,4,20230828,1,516800,516800,51680,51163,516283,344100,Quality Issue,E-Wallet,Completed
383,RET000383,11489,30456,423,6873,20230828,3,756700,2270100,0,249711,2519811,531100,Customer Changed Mind,E-Wallet,Completed
384,RET000384,26018,68987,328,5346,20230213,7,747300,5231100,0,575421,5806521,560100,Defective Product,E-Wallet,Completed
385,RET000385,655,1675,921,15080,20251204,3,33000,99000,4950,10345,104395,22800,Defective Product,Bank Transfer,Completed
386,RET000386,9334,24702,599,9809,20241114,3,990700,2972100,10000,325831,3287931,803500,Quality Issue,E-Wallet,Completed
387,RET000387,18789,49784,606,9918,20250323,3,708400,2125200,0,233772,2358972,506000,Defective Product,E-Wallet,Completed
388,RET000388,29949,79232,547,8949,20231030,1,3371300,3371300,0,370843,3742143,2708000,Expired Product,E-Wallet,Completed
389,RET000389,29949,79235,627,10269,20231030,5,44100,220500,0,0,220500,39900,Defective Product,Bank Transfer,Completed
390,RET000390,24588,65295,415,6742,20221229,1,318600,318600,15930,33293,335963,233300,Expired Product,E-Wallet,Completed
391,RET000391,24588,65296,780,12812,20221229,7,87200,610400,0,0,610400,77100,Customer Changed Mind,E-Wallet,Completed
392,RET000392,8700,23049,795,13058,20260727,1,2093500,2093500,75000,222035,2240535,1431100,Defective Product,Bank Transfer,Completed
393,RET000393,8700,23050,127,2086,20260727,1,12926800,12926800,150000,1405448,14182248,11126800,Wrong Item Sent,Bank Transfer,Completed
394,RET000394,6250,16669,669,10957,20251209,3,296200,888600,0,97746,986346,239100,Expired Product,Store Credit,Completed
395,RET000395,28722,76023,152,2511,20260219,1,1968200,1968200,0,216502,2184702,1237400,Quality Issue,Voucher,Completed
396,RET000396,28722,76026,113,1838,20260219,8,31400,251200,0,27632,278832,22500,Damaged Product,E-Wallet,Completed
397,RET000397,10094,26742,28,457,20250731,8,57000,456000,80000,0,376000,49600,Duplicate Order,Bank Transfer,Completed
398,RET000398,28966,76672,12,201,20251219,2,575400,1150800,10000,125488,1266288,428800,Quality Issue,Store Credit,Completed
399,RET000399,25632,67988,90,1468,20250402,1,165500,165500,0,0,165500,125300,Incorrect Size,Store Credit,Completed
400,RET000400,25942,68802,323,5250,20250506,1,6171100,6171100,150000,662321,6683421,5349200,Customer Changed Mind,E-Wallet,Completed
401,RET000401,23784,63106,971,15898,20260302,3,122300,366900,18750,38296,386446,85200,Customer Changed Mind,E-Wallet,Completed
402,RET000402,23784,63108,560,9193,20260302,1,2389600,2389600,25000,260106,2624706,1952800,Customer Changed Mind,Voucher,Completed
403,RET000403,7112,18878,331,5394,20251202,1,6618700,6618700,10000,726957,7335657,5527300,Defective Product,E-Wallet,Completed
404,RET000404,21009,55732,126,2066,20220226,1,2477700,2477700,0,272547,2750247,1822800,Expired Product,E-Wallet,Completed
405,RET000405,24521,65131,721,11830,20231002,1,6222600,6222600,0,684486,6907086,5340800,Customer Changed Mind,Cash,Completed
406,RET000406,11170,29568,831,13638,20230407,1,1728700,1728700,0,190157,1918857,1165200,Defective Product,E-Wallet,Completed
407,RET000407,11170,29569,396,6432,20230407,2,257700,515400,0,56694,572094,186500,Damaged Product,Store Credit,Completed
408,RET000408,29325,77556,451,7336,20250822,1,2296200,2296200,0,252582,2548782,1755000,Damaged Product,Bank Transfer,Completed
409,RET000409,6717,17857,411,6677,20220527,5,361800,1809000,0,198990,2007990,228200,Damaged Product,Voucher,Pending
410,RET000410,15152,40207,232,3788,20260412,7,2541800,17792600,0,1957186,19749786,1819400,Customer Changed Mind,E-Wallet,Completed
411,RET000411,15152,40208,782,12852,20260412,1,317200,317200,0,34892,352092,235800,Customer Changed Mind,E-Wallet,Completed
412,RET000412,21945,58179,116,1896,20220124,1,4701100,4701100,235055,491264,4957309,3821600,Duplicate Order,E-Wallet,Completed
413,RET000413,19345,51300,626,10244,20230506,1,17194100,17194100,0,1891351,19085451,14936100,Customer Changed Mind,Store Credit,Completed
414,RET000414,14026,37254,873,14327,20231029,1,86800,86800,0,0,86800,76700,Quality Issue,Bank Transfer,Completed
415,RET000415,14026,37256,860,14101,20231029,4,235800,943200,0,0,943200,195500,Quality Issue,Bank Transfer,Pending
416,RET000416,8832,23370,41,664,20250505,3,1842100,5526300,0,607893,6134193,1182500,Expired Product,Cash,Completed
417,RET000417,8832,23371,92,1501,20250505,4,26900,107600,0,11836,119436,19400,Quality Issue,E-Wallet,Pending
418,RET000418,8832,23372,220,3602,20250505,1,471500,471500,0,51865,523365,358400,Damaged Product,E-Wallet,Completed
419,RET000419,9921,26296,42,692,20250222,2,3278900,6557800,0,721358,7279158,2803300,Customer Changed Mind,E-Wallet,Completed
420,RET000420,9921,26298,925,15147,20250222,3,413200,1239600,0,136356,1375956,305000,Defective Product,Voucher,Completed
421,RET000421,27434,72657,490,7991,20230219,3,12600,37800,0,4158,41958,10000,Damaged Product,E-Wallet,Pending
422,RET000422,24236,64356,721,11829,20251020,1,6222600,6222600,0,684486,6907086,5340800,Customer Changed Mind,E-Wallet,Completed
423,RET000423,2244,5989,455,7392,20251010,2,959500,1919000,0,211090,2130090,724200,Incorrect Size,Cash,Completed
424,RET000424,2580,6892,95,1560,20221113,2,41500,83000,0,9130,92130,31600,Customer Changed Mind,Cash,Completed
425,RET000425,7245,19241,956,15641,20230110,2,2733600,5467200,0,601392,6068592,1848900,Customer Changed Mind,E-Wallet,Completed
426,RET000426,7,22,993,16244,20240116,2,46000,92000,0,0,92000,39000,Defective Product,E-Wallet,Completed
427,RET000427,15386,40799,859,14086,20231104,1,405800,405800,0,44638,450438,324300,Expired Product,E-Wallet,Completed
428,RET000428,15386,40800,154,2544,20231104,1,977100,977100,97710,96732,976122,706900,Customer Changed Mind,E-Wallet,Completed
429,RET000429,24907,66085,778,12793,20230131,1,1617100,1617100,0,177881,1794981,1060000,Wrong Item Sent,Bank Transfer,Completed
430,RET000430,24907,66086,529,8659,20230131,5,11400,57000,2850,5956,60106,9700,Quality Issue,E-Wallet,Completed
431,RET000431,21426,56830,815,13381,20240307,1,9962100,9962100,0,1095831,11057931,8491500,Customer Changed Mind,Store Credit,Completed
432,RET000432,16937,44845,781,12844,20230713,1,11671200,11671200,0,1283832,12955032,9821200,Defective Product,E-Wallet,Completed
433,RET000433,16937,44846,718,11780,20230713,2,455000,910000,0,100100,1010100,326500,Customer Changed Mind,Bank Transfer,Completed
434,RET000434,16937,44847,147,2435,20230713,1,9452800,9452800,472640,987817,9967977,7537900,Damaged Product,E-Wallet,Completed
435,RET000435,10431,27633,888,14568,20260514,2,43200,86400,0,9504,95904,34000,Defective Product,Store Credit,Completed
436,RET000436,25334,67189,909,14888,20220818,2,1440500,2881000,0,316910,3197910,980300,Expired Product,E-Wallet,Completed
437,RET000437,445,1139,871,14295,20260730,2,528900,1057800,0,116358,1174158,386800,Late Delivery,Bank Transfer,Completed
438,RET000438,12346,32730,112,1820,20220602,1,3476100,3476100,0,382371,3858471,2784100,Incorrect Size,E-Wallet,Completed
439,RET000439,12346,32732,531,8681,20220602,1,376200,376200,0,41382,417582,235500,Wrong Item Sent,E-Wallet,Completed
440,RET000440,23699,62860,735,12061,20240615,4,90700,362800,0,39908,402708,70700,Wrong Item Sent,Bank Transfer,Completed
441,RET000441,12290,32596,136,2223,20220704,3,1336700,4010100,0,441111,4451211,1052200,Damaged Product,E-Wallet,Completed
442,RET000442,12290,32597,524,8564,20220704,1,14546700,14546700,0,1600137,16146837,12220400,Damaged Product,Bank Transfer,Completed
443,RET000443,5008,13374,14,225,20241010,3,417300,1251900,6000,137049,1382949,299000,Damaged Product,Cash,Completed
444,RET000444,1539,4044,259,4240,20230318,2,2570500,5141000,0,565510,5706510,1827000,Quality Issue,Store Credit,Completed
445,RET000445,16137,42759,734,12044,20230102,1,1017200,1017200,101720,100702,1016182,703200,Wrong Item Sent,Bank Transfer,Completed
446,RET000446,366,952,800,13139,20231226,1,12237800,12237800,0,1346158,13583958,9560800,Damaged Product,Cash,Completed
447,RET000447,11462,30378,59,959,20250530,1,108200,108200,0,11902,120102,78200,Customer Changed Mind,Voucher,Completed
448,RET000448,29629,78374,652,10682,20221203,2,275500,551000,0,60610,611610,191400,Customer Changed Mind,Bank Transfer,Completed
449,RET000449,24203,64247,973,15920,20231030,3,989200,2967600,0,326436,3294036,714600,Damaged Product,Cash,Completed
450,RET000450,24203,64248,729,11949,20231030,1,76500,76500,0,8415,84915,60600,Late Delivery,Bank Transfer,Pending
451,RET000451,12627,33509,43,702,20230121,3,376300,1128900,0,124179,1253079,279600,Quality Issue,Bank Transfer,Completed
452,RET000452,25976,68874,922,15094,20220329,5,1104400,5522000,0,607420,6129420,735200,Customer Changed Mind,E-Wallet,Completed
