inventory_key,inventory_code,purchase_key,inventory_date_key,product_key,store_key,received_quantity,accepted_quantity,damaged_quantity,inventory_status,batch_number,warehouse_location,expiry_date
1549,INV001549,1746,20240823,328,3,289,289,0,Received,BAT00001549,A-02-01,
1550,INV001550,1747,20220125,605,13,141,141,0,Received,BAT00001550,B-11-06,
1551,INV001551,1748,20250126,681,21,55,55,0,Received,BAT00001551,A-15-01,
1552,INV001552,1749,20230815,33,7,18,18,0,Received,BAT00001552,D-04-06,
1553,INV001553,1750,20221009,43,7,205,205,0,Received,BAT00001553,D-04-02,
1554,INV001554,1751,20240105,999,12,12,11,1,Partial,BAT00001554,A-06-01,
1555,INV001555,1752,20220824,557,4,22,22,0,Received,BAT00001555,C-09-01,
1556,INV001556,1754,20260711,119,21,174,174,0,Received,BAT00001556,C-12-05,
1557,INV001557,1755,20240616,820,20,13,13,0,Received,BAT00001557,B-08-02,
1558,INV001558,1756,20260319,637,23,19,19,0,Received,BAT00001558,A-14-02,
1559,INV001559,1757,20220406,494,6,41,41,0,Received,BAT00001559,C-09-05,
1560,INV001560,1758,20220418,204,23,160,160,0,Received,BAT00001560,E-04-05,
1561,INV001561,1759,20230907,685,11,45,45,0,Received,BAT00001561,B-16-05,
1562,INV001562,1761,20230825,167,15,161,161,0,Received,BAT00001562,B-18-05,
1563,INV001563,1762,20230808,285,10,27,27,0,Received,BAT00001563,A-06-05,
1564,INV001564,1763,20260913,255,2,15,15,0,Received,BAT00001564,D-17-05,
1565,INV001565,1764,20231224,562,25,68,68,0,Received,BAT00001565,A-18-02,
1566,INV001566,1765,20220628,506,15,10,10,0,Received,BAT00001566,D-09-01,
1567,INV001567,1766,20221226,210,6,100,100,0,Received,BAT00001567,B-14-01,
1568,INV001568,1767,20220531,883,5,47,47,0,Received,BAT00001568,B-20-03,
1569,INV001569,1768,20260604,683,24,66,66,0,Received,BAT00001569,D-17-06,2028-06-03
1570,INV001570,1769,20230313,999,15,34,34,0,Received,BAT00001570,C-17-01,
1571,INV001571,1770,20250318,122,13,160,160,0,Received,BAT00001571,A-03-03,2027-03-18
1572,INV001572,1771,20261120,631,22,70,70,0,Received,BAT00001572,C-02-03,
1573,INV001573,1772,20250816,828,23,124,124,0,Received,BAT00001573,A-05-03,
1574,INV001574,1773,20260328,237,12,28,28,0,Received,BAT00001574,A-18-04,
1575,INV001575,1774,20261130,281,8,2,2,0,Received,BAT00001575,C-07-03,
1576,INV001576,1775,20230515,918,18,28,28,0,Received,BAT00001576,D-12-02,
1577,INV001577,1776,20240901,779,18,210,210,0,Received,BAT00001577,B-18-03,
1578,INV001578,1777,20250810,701,20,24,24,0,Received,BAT00001578,D-14-06,2027-02-01
1579,INV001579,1778,20261221,474,11,19,19,0,Received,BAT00001579,C-01-05,
1580,INV001580,1779,20220811,428,18,219,219,0,Received,BAT00001580,E-16-05,
1581,INV001581,1780,20231013,339,6,6,6,0,Received,BAT00001581,C-17-01,
1582,INV001582,1781,20250404,705,7,102,102,0,Received,BAT00001582,E-16-06,2026-09-26
1583,INV001583,1782,20241204,757,23,116,116,0,Received,BAT00001583,A-16-06,
1584,INV001584,1783,20250515,243,17,137,137,0,Received,BAT00001584,A-02-03,
1585,INV001585,1784,20250513,861,16,208,208,0,Received,BAT00001585,A-04-06,
1586,INV001586,1785,20230418,586,10,7,7,0,Received,BAT00001586,B-08-01,
1587,INV001587,1786,20230424,959,14,30,30,0,Received,BAT00001587,C-03-03,
1588,INV001588,1788,20260301,471,24,14,0,14,Rejected,BAT00001588,D-18-05,
1589,INV001589,1789,20220420,557,20,36,36,0,Received,BAT00001589,C-17-06,
1590,INV001590,1790,20251218,400,15,8,7,1,Partial,BAT00001590,D-15-04,
1591,INV001591,1792,20270105,240,18,233,233,0,Received,BAT00001591,A-04-01,2029-01-04
1592,INV001592,1793,20240228,796,6,77,77,0,Received,BAT00001592,A-20-05,
1593,INV001593,1794,20241125,762,10,75,75,0,Received,BAT00001593,A-20-01,2026-05-19
1594,INV001594,1795,20260909,454,4,54,54,0,Received,BAT00001594,B-06-04,2028-09-08
1595,INV001595,1797,20241226,266,24,12,12,0,Received,BAT00001595,C-14-03,
1596,INV001596,1799,20251215,23,7,58,58,0,Received,BAT00001596,A-10-01,
1597,INV001597,1801,20241201,866,3,29,29,0,Received,BAT00001597,E-05-06,
1598,INV001598,1802,20220414,599,24,10,10,0,Received,BAT00001598,B-17-02,
1599,INV001599,1803,20220907,925,14,171,171,0,Received,BAT00001599,E-14-01,2024-09-06
1600,INV001600,1804,20220401,190,13,65,65,0,Received,BAT00001600,C-19-02,
1601,INV001601,1805,20261211,806,4,39,39,0,Received,BAT00001601,A-03-04,
1602,INV001602,1806,20240710,150,25,213,213,0,Received,BAT00001602,A-06-05,
1603,INV001603,1807,20220125,779,8,259,241,18,Partial,BAT00001603,C-18-01,
1604,INV001604,1808,20260407,322,13,80,80,0,Received,BAT00001604,A-04-04,2028-04-06
1605,INV001605,1809,20230316,790,2,225,225,0,Received,BAT00001605,C-15-01,
1606,INV001606,1810,20231130,160,21,31,31,0,Received,BAT00001606,C-12-03,
1607,INV001607,1811,20250419,690,24,53,53,0,Received,BAT00001607,E-06-06,
1608,INV001608,1812,20220124,99,15,146,146,0,Received,BAT00001608,A-16-04,
1609,INV001609,1813,20220731,734,3,74,69,5,Partial,BAT00001609,B-05-04,
1610,INV001610,1814,20260911,573,10,119,119,0,Received,BAT00001610,D-05-06,2028-09-10
1611,INV001611,1815,20251016,964,5,186,186,0,Received,BAT00001611,D-02-06,
1612,INV001612,1816,20261113,280,3,160,153,7,Partial,BAT00001612,C-16-04,2027-11-13
1613,INV001613,1817,20250720,524,6,12,11,1,Partial,BAT00001613,D-18-03,
1614,INV001614,1818,20260331,528,21,145,145,0,Received,BAT00001614,D-16-05,
1615,INV001615,1819,20230510,676,16,5,5,0,Received,BAT00001615,E-14-01,
1616,INV001616,1820,20220918,677,9,131,131,0,Received,BAT00001616,E-17-04,2024-03-11
1617,INV001617,1821,20220330,627,7,473,473,0,Received,BAT00001617,C-01-06,2023-03-30
1618,INV001618,1822,20230324,963,13,17,17,0,Received,BAT00001618,D-06-06,
1619,INV001619,1823,20230304,452,10,139,139,0,Received,BAT00001619,A-02-04,
1620,INV001620,1824,20260910,309,14,174,174,0,Received,BAT00001620,E-15-06,2028-09-09
1621,INV001621,1826,20260730,105,4,49,49,0,Received,BAT00001621,E-14-06,
1622,INV001622,1827,20220828,852,8,75,75,0,Received,BAT00001622,C-10-06,
1623,INV001623,1828,20230708,241,1,5,5,0,Received,BAT00001623,B-19-04,
1624,INV001624,1830,20251114,13,10,117,117,0,Received,BAT00001624,E-02-02,
1625,INV001625,1832,20240506,87,14,58,58,0,Received,BAT00001625,C-02-06,2025-10-28
1626,INV001626,1833,20240104,854,9,11,11,0,Received,BAT00001626,A-01-02,
1627,INV001627,1835,20251021,628,12,76,76,0,Received,BAT00001627,B-03-02,
1628,INV001628,1837,20260913,249,6,5,5,0,Received,BAT00001628,C-11-06,
1629,INV001629,1838,20250323,704,6,61,61,0,Received,BAT00001629,D-12-01,
1630,INV001630,1839,20220410,925,8,237,237,0,Received,BAT00001630,A-01-06,2024-04-09
1631,INV001631,1840,20250202,917,18,90,87,3,Partial,BAT00001631,C-11-01,2026-07-27
1632,INV001632,1841,20230413,908,8,110,110,0,Received,BAT00001632,D-09-01,
1633,INV001633,1842,20251007,110,20,10,10,0,Received,BAT00001633,E-02-01,
1634,INV001634,1844,20220215,520,8,119,119,0,Received,BAT00001634,B-04-06,2023-08-09
1635,INV001635,1845,20220830,413,25,146,146,0,Received,BAT00001635,D-06-01,2024-08-29
1636,INV001636,1846,20231115,940,1,90,90,0,Received,BAT00001636,B-11-02,
1637,INV001637,1848,20261022,939,1,130,130,0,Received,BAT00001637,D-19-05,
1638,INV001638,1849,20260827,577,22,20,20,0,Received,BAT00001638,B-12-01,
1639,INV001639,1850,20221128,745,12,73,73,0,Received,BAT00001639,C-07-06,
1640,INV001640,1851,20261230,378,10,22,22,0,Received,BAT00001640,B-05-01,
1641,INV001641,1852,20240622,124,4,12,12,0,Received,BAT00001641,C-06-06,
1642,INV001642,1853,20260228,523,16,30,30,0,Received,BAT00001642,B-14-03,
1643,INV001643,1857,20230213,607,3,273,273,0,Received,BAT00001643,E-16-04,2024-02-13
1644,INV001644,1858,20220323,548,17,137,137,0,Received,BAT00001644,B-10-04,
1645,INV001645,1859,20250408,253,25,128,128,0,Received,BAT00001645,A-15-05,
1646,INV001646,1860,20240501,927,24,17,17,0,Received,BAT00001646,E-01-04,
1647,INV001647,1862,20261118,260,5,77,77,0,Received,BAT00001647,E-14-02,
1648,INV001648,1863,20240715,124,23,23,23,0,Received,BAT00001648,B-10-01,
1649,INV001649,1864,20240921,910,17,67,64,3,Partial,BAT00001649,B-06-05,
1650,INV001650,1865,20261119,241,17,27,27,0,Received,BAT00001650,B-06-01,
1651,INV001651,1866,20241222,76,1,82,82,0,Received,BAT00001651,A-07-05,2026-06-15
1652,INV001652,1867,20260123,461,12,10,10,0,Received,BAT00001652,D-20-02,
1653,INV001653,1868,20260525,278,7,13,13,0,Received,BAT00001653,D-13-02,
1654,INV001654,1869,20261221,996,14,494,494,0,Received,BAT00001654,B-12-01,
1655,INV001655,1870,20240925,51,7,131,131,0,Received,BAT00001655,D-13-03,
1656,INV001656,1871,20230428,392,11,117,117,0,Received,BAT00001656,A-04-06,
1657,INV001657,1872,20220818,529,11,184,184,0,Received,BAT00001657,B-13-05,2023-08-18
1658,INV001658,1873,20250731,759,24,135,135,0,Received,BAT00001658,D-09-04,2027-01-22
1659,INV001659,1874,20230528,121,24,105,97,8,Partial,BAT00001659,D-05-02,
1660,INV001660,1875,20230118,554,16,127,127,0,Received,BAT00001660,B-20-03,
1661,INV001661,1877,20250908,900,4,181,181,0,Received,BAT00001661,E-02-04,
1662,INV001662,1878,20250129,91,24,101,101,0,Received,BAT00001662,A-14-05,
1663,INV001663,1879,20230627,555,7,7,6,1,Partial,BAT00001663,C-18-05,
1664,INV001664,1880,20260630,658,13,274,274,0,Received,BAT00001664,D-17-06,2028-06-29
1665,INV001665,1881,20260403,899,22,166,166,0,Received,BAT00001665,C-04-01,
1666,INV001666,1882,20261004,759,25,153,149,4,Partial,BAT00001666,C-19-06,2028-03-27
1667,INV001667,1883,20241225,901,8,128,128,0,Received,BAT00001667,E-07-06,
1668,INV001668,1884,20221117,515,12,68,68,0,Received,BAT00001668,B-14-05,
1669,INV001669,1886,20230424,723,6,48,48,0,Received,BAT00001669,B-01-04,
1670,INV001670,1887,20250209,682,22,17,17,0,Received,BAT00001670,D-04-01,
1671,INV001671,1888,20260706,551,12,173,173,0,Received,BAT00001671,C-17-05,
1672,INV001672,1889,20241118,943,15,15,15,0,Received,BAT00001672,D-18-04,
1673,INV001673,1890,20260704,960,10,134,134,0,Received,BAT00001673,B-03-05,
1674,INV001674,1891,20261105,288,19,63,63,0,Received,BAT00001674,D-04-04,
1675,INV001675,1892,20240318,208,17,211,211,0,Received,BAT00001675,D-15-03,2025-03-18
1676,INV001676,1895,20260707,34,11,4,4,0,Received,BAT00001676,B-01-01,
1677,INV001677,1896,20240319,718,12,166,166,0,Received,BAT00001677,D-15-02,
1678,INV001678,1897,20221103,582,7,81,81,0,Received,BAT00001678,C-10-06,
1679,INV001679,1898,20260901,532,20,140,140,0,Received,BAT00001679,B-19-01,
1680,INV001680,1900,20221031,696,17,66,66,0,Received,BAT00001680,A-14-04,
1681,INV001681,1901,20220222,788,16,5,5,0,Received,BAT00001681,B-02-04,
1682,INV001682,1902,20250209,863,10,76,76,0,Received,BAT00001682,E-19-01,
1683,INV001683,1903,20231028,176,2,178,178,0,Received,BAT00001683,A-14-03,
1684,INV001684,1904,20260512,21,6,270,270,0,Received,BAT00001684,D-15-05,
1685,INV001685,1905,20230818,662,4,62,62,0,Received,BAT00001685,B-17-06,
1686,INV001686,1906,20220302,637,20,38,38,0,Received,BAT00001686,E-02-05,
1687,INV001687,1908,20221020,374,17,311,311,0,Received,BAT00001687,E-18-03,
1688,INV001688,1909,20260512,601,21,81,81,0,Received,BAT00001688,D-13-04,
1689,INV001689,1910,20260723,166,6,105,105,0,Received,BAT00001689,C-04-05,2027-07-23
1690,INV001690,1911,20260411,424,4,73,73,0,Received,BAT00001690,E-08-03,
1691,INV001691,1913,20250107,783,14,93,93,0,Received,BAT00001691,A-18-01,2027-01-07
1692,INV001692,1915,20251015,51,23,249,249,0,Received,BAT00001692,E-18-03,
1693,INV001693,1916,20220820,758,5,29,29,0,Received,BAT00001693,C-08-01,
1694,INV001694,1917,20231122,260,19,238,238,0,Received,BAT00001694,E-11-03,
1695,INV001695,1918,20260324,987,4,118,118,0,Received,BAT00001695,D-03-06,2028-03-23
1696,INV001696,1919,20260602,459,19,106,106,0,Received,BAT00001696,B-01-04,
1697,INV001697,1920,20240816,317,21,107,107,0,Received,BAT00001697,A-12-06,
1698,INV001698,1922,20230905,403,13,13,13,0,Received,BAT00001698,D-17-05,
1699,INV001699,1924,20251028,989,8,17,17,0,Received,BAT00001699,D-04-04,
1700,INV001700,1925,20250706,393,8,87,87,0,Received,BAT00001700,E-13-03,2026-12-28
1701,INV001701,1926,20250720,872,21,27,27,0,Received,BAT00001701,A-14-06,
1702,INV001702,1927,20230812,379,7,168,168,0,Received,BAT00001702,D-11-04,
1703,INV001703,1930,20240921,808,4,121,121,0,Received,BAT00001703,A-15-05,2026-09-21
1704,INV001704,1931,20260925,921,7,171,171,0,Received,BAT00001704,B-19-02,
1705,INV001705,1932,20241227,224,5,23,23,0,Received,BAT00001705,B-05-04,
1706,INV001706,1933,20261129,394,13,20,20,0,Received,BAT00001706,D-19-06,
1707,INV001707,1934,20261221,134,15,22,22,0,Received,BAT00001707,B-10-03,
1708,INV001708,1935,20251104,344,4,168,168,0,Received,BAT00001708,E-03-06,
1709,INV001709,1936,20231229,439,13,111,111,0,Received,BAT00001709,A-10-03,
1710,INV001710,1937,20240409,348,14,10,9,1,Partial,BAT00001710,C-10-04,
1711,INV001711,1938,20240422,442,19,12,12,0,Received,BAT00001711,E-11-06,
1712,INV001712,1939,20251210,484,19,29,29,0,Received,BAT00001712,D-03-05,
1713,INV001713,1940,20230831,816,19,313,313,0,Received,BAT00001713,E-11-01,2024-08-30
1714,INV001714,1941,20250426,984,17,73,73,0,Received,BAT00001714,C-04-06,2027-04-26
1715,INV001715,1944,20240607,927,25,25,25,0,Received,BAT00001715,B-03-03,
1716,INV001716,1945,20250118,182,1,77,77,0,Received,BAT00001716,E-04-05,
1717,INV001717,1947,20251130,791,13,115,115,0,Received,BAT00001717,E-05-06,
1718,INV001718,1948,20240810,330,5,171,171,0,Received,BAT00001718,D-17-04,
1719,INV001719,1949,20270101,330,4,112,112,0,Received,BAT00001719,E-10-05,
1720,INV001720,1950,20250909,709,23,51,51,0,Received,BAT00001720,D-15-06,
1721,INV001721,1951,20240513,651,11,403,403,0,Received,BAT00001721,E-13-01,2025-05-13
1722,INV001722,1952,20230606,482,15,8,8,0,Received,BAT00001722,C-01-03,
1723,INV001723,1953,20220201,192,23,165,165,0,Received,BAT00001723,B-13-01,2024-02-01
1724,INV001724,1955,20240223,82,2,39,39,0,Received,BAT00001724,A-07-05,
1725,INV001725,1956,20230828,415,10,30,30,0,Received,BAT00001725,B-18-03,
1726,INV001726,1957,20250404,721,25,29,29,0,Received,BAT00001726,D-17-01,
1727,INV001727,1958,20240220,754,18,6,6,0,Received,BAT00001727,B-12-03,
1728,INV001728,1959,20240331,888,5,111,111,0,Received,BAT00001728,B-12-06,
1729,INV001729,1960,20230610,558,20,52,52,0,Received,BAT00001729,C-02-03,
1730,INV001730,1961,20260823,832,19,30,30,0,Received,BAT00001730,D-05-04,
1731,INV001731,1962,20240605,191,3,63,63,0,Received,BAT00001731,B-11-05,
1732,INV001732,1963,20230708,511,11,89,89,0,Received,BAT00001732,B-18-04,
1733,INV001733,1964,20220730,608,15,44,44,0,Received,BAT00001733,D-12-03,
1734,INV001734,1965,20220410,455,6,33,33,0,Received,BAT00001734,D-13-04,
1735,INV001735,1966,20240325,167,7,191,174,17,Partial,BAT00001735,B-10-04,
1736,INV001736,1967,20250429,774,18,89,89,0,Received,BAT00001736,D-06-04,
1737,INV001737,1968,20221116,827,18,435,435,0,Received,BAT00001737,E-03-05,2023-11-16
1738,INV001738,1969,20240422,137,6,269,269,0,Received,BAT00001738,E-01-04,
1739,INV001739,1971,20250412,769,7,33,33,0,Received,BAT00001739,A-20-02,
1740,INV001740,1972,20260228,577,6,65,65,0,Received,BAT00001740,A-02-06,
1741,INV001741,1973,20261219,17,21,45,45,0,Received,BAT00001741,C-04-01,
1742,INV001742,1975,20240808,371,4,5,5,0,Received,BAT00001742,D-02-01,
1743,INV001743,1976,20250408,446,4,493,493,0,Received,BAT00001743,A-06-03,2026-04-08
1744,INV001744,1977,20230104,722,25,145,145,0,Received,BAT00001744,D-06-04,
1745,INV001745,1978,20220531,58,21,30,27,3,Partial,BAT00001745,D-05-02,
1746,INV001746,1979,20260402,77,20,236,236,0,Received,BAT00001746,E-15-03,2028-04-01
1747,INV001747,1982,20230427,336,4,257,257,0,Received,BAT00001747,A-15-04,2024-04-26
1748,INV001748,1983,20220327,619,8,62,62,0,Received,BAT00001748,C-15-01,
1749,INV001749,1984,20240119,526,20,52,52,0,Received,BAT00001749,B-15-02,
1750,INV001750,1985,20220618,707,22,11,11,0,Received,BAT00001750,D-10-05,
1751,INV001751,1986,20231126,196,25,40,40,0,Received,BAT00001751,C-13-06,
1752,INV001752,1987,20251130,651,23,114,114,0,Received,BAT00001752,B-20-02,2026-11-30
1753,INV001753,1988,20260616,552,23,10,10,0,Received,BAT00001753,D-02-01,
1754,INV001754,1989,20251011,810,4,467,467,0,Received,BAT00001754,B-17-01,2026-10-11
1755,INV001755,1990,20251205,485,12,124,124,0,Received,BAT00001755,C-12-05,
1756,INV001756,1991,20260119,563,12,9,9,0,Received,BAT00001756,D-14-05,
1757,INV001757,1992,20240828,88,10,65,59,6,Partial,BAT00001757,A-05-04,
1758,INV001758,1993,20241018,953,17,78,78,0,Received,BAT00001758,B-12-06,
1759,INV001759,1994,20240209,4,7,174,174,0,Received,BAT00001759,B-15-06,
1760,INV001760,1995,20250730,604,2,264,264,0,Received,BAT00001760,A-16-05,2027-07-30
1761,INV001761,1996,20230918,900,5,147,147,0,Received,BAT00001761,A-18-04,
1762,INV001762,1997,20230106,925,1,83,78,5,Partial,BAT00001762,D-18-02,2025-01-05
1763,INV001763,1998,20250321,436,23,70,70,0,Received,BAT00001763,B-05-03,
1764,INV001764,1999,20250628,226,12,16,16,0,Received,BAT00001764,D-15-02,
1765,INV001765,2000,20260125,1,1,154,154,0,Received,BAT00001765,C-12-01,
1766,INV001766,2001,20230210,992,8,95,95,0,Received,BAT00001766,E-10-03,
1767,INV001767,2002,20240720,313,23,45,43,2,Partial,BAT00001767,B-13-06,2026-01-11
1768,INV001768,2003,20231213,683,19,100,100,0,Received,BAT00001768,A-13-02,2025-12-12
1769,INV001769,2004,20220303,616,23,163,163,0,Received,BAT00001769,B-13-05,2024-03-02
1770,INV001770,2005,20240706,256,25,13,13,0,Received,BAT00001770,E-06-01,
1771,INV001771,2006,20220614,223,1,137,137,0,Received,BAT00001771,E-06-05,
1772,INV001772,2007,20250710,734,20,63,57,6,Partial,BAT00001772,D-14-02,
1773,INV001773,2008,20230510,448,15,115,115,0,Received,BAT00001773,C-04-05,
1774,INV001774,2009,20251102,621,23,193,193,0,Received,BAT00001774,D-04-06,2026-11-02
1775,INV001775,2010,20260726,534,12,34,34,0,Received,BAT00001775,B-08-04,
1776,INV001776,2011,20260430,657,14,64,64,0,Received,BAT00001776,E-13-03,
1777,INV001777,2012,20240827,316,22,19,19,0,Received,BAT00001777,E-12-03,
1778,INV001778,2013,20230806,330,23,58,58,0,Received,BAT00001778,E-04-03,
1779,INV001779,2014,20260923,991,2,122,122,0,Received,BAT00001779,E-04-03,2028-09-22
1780,INV001780,2015,20251119,790,25,380,380,0,Received,BAT00001780,B-12-05,
1781,INV001781,2016,20220318,925,22,57,57,0,Received,BAT00001781,A-14-02,2024-03-17
1782,INV001782,2017,20240603,48,20,7,7,0,Received,BAT00001782,D-16-05,
1783,INV001783,2018,20220316,507,6,60,60,0,Received,BAT00001783,D-02-05,
1784,INV001784,2019,20220307,701,14,150,150,0,Received,BAT00001784,D-09-01,2023-08-29
1785,INV001785,2020,20250308,85,4,57,57,0,Received,BAT00001785,D-19-02,
1786,INV001786,2022,20220914,629,15,79,79,0,Received,BAT00001786,D-16-03,
1787,INV001787,2023,20251129,507,21,72,72,0,Received,BAT00001787,B-08-05,
1788,INV001788,2024,20260108,349,20,249,249,0,Received,BAT00001788,B-01-03,
1789,INV001789,2025,20250329,441,15,38,38,0,Received,BAT00001789,D-08-02,
1790,INV001790,2026,20250301,721,8,16,16,0,Received,BAT00001790,E-05-05,
1791,INV001791,2027,20230819,112,15,28,28,0,Received,BAT00001791,D-13-06,
1792,INV001792,2028,20230510,705,25,200,200,0,Received,BAT00001792,D-14-06,2024-10-31
1793,INV001793,2029,20250628,496,17,525,525,0,Received,BAT00001793,A-19-02,2026-06-28
1794,INV001794,2031,20220209,264,4,188,188,0,Received,BAT00001794,B-09-04,2023-02-09
1795,INV001795,2032,20221108,358,2,443,443,0,Received,BAT00001795,B-03-06,2023-11-08
1796,INV001796,2033,20240430,836,7,178,178,0,Received,BAT00001796,E-15-03,
1797,INV001797,2034,20240915,944,11,22,22,0,Received,BAT00001797,C-17-01,
1798,INV001798,2035,20251223,343,8,14,14,0,Received,BAT00001798,E-20-04,
1799,INV001799,2036,20240106,549,25,88,88,0,Received,BAT00001799,E-20-02,2026-01-05
1800,INV001800,2038,20230405,899,7,215,215,0,Received,BAT00001800,B-15-03,
1801,INV001801,2039,20220705,897,23,17,17,0,Received,BAT00001801,D-06-02,
1802,INV001802,2040,20250126,609,16,78,71,7,Partial,BAT00001802,D-11-03,
1803,INV001803,2041,20250219,645,3,343,343,0,Received,BAT00001803,B-09-03,2026-02-19
1804,INV001804,2042,20240411,875,11,12,12,0,Received,BAT00001804,D-15-02,
1805,INV001805,2043,20230825,267,5,40,40,0,Received,BAT00001805,B-08-06,
1806,INV001806,2044,20250620,323,20,12,12,0,Received,BAT00001806,C-03-04,
1807,INV001807,2045,20230203,546,11,133,121,12,Partial,BAT00001807,B-04-04,2024-02-03
1808,INV001808,2046,20261003,258,8,29,29,0,Received,BAT00001808,C-07-01,
1809,INV001809,2047,20220117,985,17,143,143,0,Received,BAT00001809,D-12-02,
1810,INV001810,2048,20230325,299,1,45,45,0,Received,BAT00001810,B-19-01,
1811,INV001811,2049,20220725,119,13,260,260,0,Received,BAT00001811,A-04-06,
1812,INV001812,2050,20261125,911,5,13,13,0,Received,BAT00001812,E-11-05,
1813,INV001813,2051,20250825,763,21,10,10,0,Received,BAT00001813,A-01-02,
1814,INV001814,2052,20221004,976,10,94,94,0,Received,BAT00001814,D-10-02,
1815,INV001815,2053,20240807,331,4,7,7,0,Received,BAT00001815,C-07-06,
1816,INV001816,2054,20220505,761,11,76,76,0,Received,BAT00001816,A-03-05,
1817,INV001817,2055,20251114,784,22,102,102,0,Received,BAT00001817,A-20-01,2027-05-08
1818,INV001818,2056,20221209,835,18,143,143,0,Received,BAT00001818,E-11-02,
1819,INV001819,2058,20260728,756,25,219,219,0,Received,BAT00001819,A-02-01,2027-07-28
1820,INV001820,2059,20230427,763,19,3,2,1,Partial,BAT00001820,D-02-03,
1821,INV001821,2060,20261117,54,10,191,191,0,Received,BAT00001821,B-02-01,2028-11-16
1822,INV001822,2061,20250711,239,6,181,181,0,Received,BAT00001822,D-09-02,
1823,INV001823,2062,20260110,507,25,15,15,0,Received,BAT00001823,E-11-02,
1824,INV001824,2064,20230221,551,5,199,199,0,Received,BAT00001824,A-08-04,
1825,INV001825,2065,20230111,629,17,160,160,0,Received,BAT00001825,D-05-05,
1826,INV001826,2066,20231121,26,15,147,147,0,Received,BAT00001826,D-09-06,2025-05-14
1827,INV001827,2067,20251024,773,1,113,113,0,Received,BAT00001827,B-02-02,
1828,INV001828,2068,20220408,38,24,209,209,0,Received,BAT00001828,D-07-06,2024-04-07
1829,INV001829,2069,20241002,988,15,112,112,0,Received,BAT00001829,C-05-02,
1830,INV001830,2070,20250819,202,7,75,71,4,Partial,BAT00001830,B-05-02,2027-08-19
1831,INV001831,2071,20260630,495,21,23,23,0,Received,BAT00001831,C-06-05,
1832,INV001832,2072,20260725,116,1,32,32,0,Received,BAT00001832,C-19-05,
1833,INV001833,2073,20260607,187,16,53,0,53,Rejected,BAT00001833,B-09-04,
1834,INV001834,2074,20230525,434,6,39,36,3,Partial,BAT00001834,E-14-04,
1835,INV001835,2075,20240212,669,3,173,173,0,Received,BAT00001835,D-13-02,2026-02-11
1836,INV001836,2077,20250628,508,20,131,131,0,Received,BAT00001836,A-05-04,
1837,INV001837,2079,20240729,345,12,135,126,9,Partial,BAT00001837,D-09-02,
1838,INV001838,2080,20220614,79,4,4,4,0,Received,BAT00001838,B-03-04,
1839,INV001839,2081,20260719,339,14,6,6,0,Received,BAT00001839,B-09-04,
1840,INV001840,2082,20240812,867,17,15,15,0,Received,BAT00001840,E-03-03,
1841,INV001841,2084,20261228,472,25,75,75,0,Received,BAT00001841,C-01-02,2028-12-27
1842,INV001842,2085,20230803,291,2,6,6,0,Received,BAT00001842,E-08-06,
1843,INV001843,2086,20250913,582,3,91,91,0,Received,BAT00001843,C-10-06,
1844,INV001844,2088,20261219,728,2,9,8,1,Partial,BAT00001844,D-14-02,
1845,INV001845,2089,20260406,878,22,54,54,0,Received,BAT00001845,E-02-03,
1846,INV001846,2090,20240808,207,1,108,108,0,Received,BAT00001846,B-02-03,
1847,INV001847,2091,20220526,87,20,36,36,0,Received,BAT00001847,D-20-01,2023-11-17
1848,INV001848,2092,20231016,252,14,34,34,0,Received,BAT00001848,E-16-03,
1849,INV001849,2093,20250628,235,21,123,123,0,Received,BAT00001849,B-08-01,2026-12-20
1850,INV001850,2094,20260123,292,24,125,125,0,Received,BAT00001850,E-13-01,2027-07-17
1851,INV001851,2095,20250216,117,21,6,6,0,Received,BAT00001851,D-09-01,
1852,INV001852,2096,20240523,56,17,13,13,0,Received,BAT00001852,C-19-03,
1853,INV001853,2097,20220806,800,16,7,7,0,Received,BAT00001853,A-01-05,
1854,INV001854,2098,20260806,761,3,109,109,0,Received,BAT00001854,E-19-05,
1855,INV001855,2099,20260404,146,21,571,571,0,Received,BAT00001855,B-02-03,2027-04-04
1856,INV001856,2100,20260830,701,7,96,96,0,Received,BAT00001856,C-08-03,2028-02-21
1857,INV001857,2101,20260616,637,24,7,7,0,Received,BAT00001857,B-18-01,
1858,INV001858,2104,20230808,807,15,70,70,0,Received,BAT00001858,C-15-04,
1859,INV001859,2105,20231209,360,3,74,74,0,Received,BAT00001859,C-02-05,
1860,INV001860,2106,20220909,810,24,260,260,0,Received,BAT00001860,A-01-02,2023-09-09
1861,INV001861,2107,20230815,273,9,91,91,0,Received,BAT00001861,E-07-06,
1862,INV001862,2108,20241001,812,9,81,81,0,Received,BAT00001862,C-16-01,
1863,INV001863,2109,20251023,306,16,125,125,0,Received,BAT00001863,A-04-01,
1864,INV001864,2110,20260722,259,17,111,111,0,Received,BAT00001864,C-04-03,
1865,INV001865,2111,20221018,673,4,55,55,0,Received,BAT00001865,E-17-02,
1866,INV001866,2112,20240608,1000,16,141,141,0,Received,BAT00001866,B-17-01,
1867,INV001867,2113,20260830,262,19,414,414,0,Received,BAT00001867,D-20-04,2027-08-30
1868,INV001868,2114,20260629,621,14,385,385,0,Received,BAT00001868,E-16-02,2027-06-29
