stock_key,stock_code,product_key,store_key,stock_date_key,total_stock,available_stock,damaged_stock,reorder_point,reorder_quantity,stock_status,last_stock_opname
1969,STK001969,120,24,20240609,226,69,0,20,40,Normal,2024-07-08
1970,STK001970,121,1,20220929,274,191,0,40,80,Overstock,2022-10-25
1971,STK001971,121,2,20260113,69,20,0,40,80,Low Stock,2026-01-30
1972,STK001972,121,6,20240217,235,127,0,40,80,Normal,2024-03-10
1973,STK001973,121,7,20240915,489,474,0,40,80,Overstock,2024-10-08
1974,STK001974,121,8,20220818,82,64,0,40,80,Normal,2022-09-12
1975,STK001975,121,9,20241217,216,186,0,40,80,Overstock,2025-01-11
1976,STK001976,121,10,20260513,38,33,0,40,80,Low Stock,2026-06-11
1977,STK001977,121,11,20250510,231,159,0,40,80,Normal,2025-06-07
1978,STK001978,121,12,20261202,56,53,0,40,80,Normal,2026-12-25
1979,STK001979,121,13,20251217,296,6,0,40,80,Low Stock,2025-12-26
1980,STK001980,121,14,20241011,281,236,0,40,80,Overstock,2024-10-18
1981,STK001981,121,15,20230615,101,11,0,40,80,Low Stock,2023-07-15
1982,STK001982,121,17,20260112,190,127,0,40,80,Normal,2026-01-20
1983,STK001983,121,19,20251228,37,1,0,40,80,Low Stock,2026-01-13
1984,STK001984,121,20,20260628,340,293,0,40,80,Overstock,2026-07-14
1985,STK001985,121,21,20260323,272,213,0,40,80,Overstock,2026-04-13
1986,STK001986,121,22,20260406,672,250,0,40,80,Overstock,2026-04-30
1987,STK001987,121,24,20230528,97,6,8,40,80,Low Stock,2023-06-12
1988,STK001988,121,25,20251220,160,136,0,40,80,Normal,2026-01-07
1989,STK001989,122,1,20220629,145,59,3,40,80,Normal,2022-07-16
1990,STK001990,122,2,20260710,410,165,0,40,80,Overstock,2026-08-05
1991,STK001991,122,3,20240417,231,140,0,40,80,Normal,2024-05-12
1992,STK001992,122,4,20250614,89,35,0,40,80,Low Stock,2025-06-25
1993,STK001993,122,6,20260802,303,160,0,40,80,Overstock,2026-08-17
1994,STK001994,122,7,20241115,653,308,0,40,80,Overstock,2024-12-15
1995,STK001995,122,8,20250121,87,16,0,40,80,Low Stock,2025-02-06
1996,STK001996,122,10,20260310,426,10,0,40,80,Low Stock,2026-03-31
1997,STK001997,122,12,20240428,182,150,0,40,80,Normal,2024-05-06
1998,STK001998,122,13,20250318,160,74,0,40,80,Normal,2025-04-17
1999,STK001999,122,15,20261120,264,98,0,40,80,Normal,2026-12-05
2000,STK002000,122,17,20261227,367,163,2,40,80,Overstock,2027-01-05
2001,STK002001,122,18,20230122,167,14,0,40,80,Low Stock,2023-02-03
2002,STK002002,122,19,20250201,152,110,0,40,80,Normal,2025-02-08
2003,STK002003,122,21,20261031,362,269,0,40,80,Overstock,2026-11-19
2004,STK002004,122,22,20250526,180,176,0,40,80,Overstock,2025-06-05
2005,STK002005,122,23,20260613,223,181,5,40,80,Overstock,2026-06-28
2006,STK002006,122,25,20250804,129,58,0,40,80,Normal,2025-08-27
2007,STK002007,123,3,20230820,42,22,0,20,40,Normal,2023-08-27
2008,STK002008,123,4,20220316,106,84,0,20,40,Overstock,2022-04-02
2009,STK002009,123,5,20240729,22,10,1,20,40,Low Stock,2024-08-09
2010,STK002010,123,6,20261105,210,83,0,20,40,Overstock,2026-11-21
2011,STK002011,123,7,20220209,33,0,2,20,40,Out of Stock,2022-02-18
2012,STK002012,123,8,20241013,64,8,0,20,40,Low Stock,2024-10-24
2013,STK002013,123,11,20230717,61,2,0,20,40,Low Stock,2023-08-01
2014,STK002014,123,12,20220704,134,11,0,20,40,Low Stock,2022-07-20
2015,STK002015,123,13,20260826,27,16,0,20,40,Low Stock,2026-09-14
2016,STK002016,123,14,20241007,282,24,0,20,40,Normal,2024-10-25
2017,STK002017,123,16,20220221,59,42,0,20,40,Normal,2022-03-22
2018,STK002018,123,18,20240606,197,152,0,20,40,Overstock,2024-07-06
2019,STK002019,123,19,20240807,323,50,3,20,40,Normal,2024-08-16
2020,STK002020,123,20,20240917,296,29,0,20,40,Normal,2024-10-05
2021,STK002021,123,21,20241214,28,21,0,20,40,Normal,2024-12-22
2022,STK002022,123,22,20230616,32,24,0,20,40,Normal,2023-06-23
2023,STK002023,123,23,20260605,130,95,0,20,40,Overstock,2026-06-30
2024,STK002024,123,24,20250922,42,37,0,20,40,Normal,2025-10-19
2025,STK002025,123,25,20261112,357,47,2,20,40,Normal,2026-11-21
2026,STK002026,124,1,20250304,35,14,0,5,10,Normal,2025-03-20
2027,STK002027,124,3,20260302,22,11,0,5,10,Normal,2026-03-30
2028,STK002028,124,4,20240622,12,6,0,5,10,Normal,2024-07-10
2029,STK002029,124,5,20260320,45,0,0,5,10,Out of Stock,2026-04-13
2030,STK002030,124,8,20231129,40,36,0,5,10,Overstock,2023-12-12
2031,STK002031,124,9,20220729,16,6,0,5,10,Normal,2022-08-19
2032,STK002032,124,10,20240406,30,0,0,5,10,Out of Stock,2024-04-21
2033,STK002033,124,11,20250424,5,2,0,5,10,Low Stock,2025-05-12
2034,STK002034,124,12,20231209,56,11,0,5,10,Normal,2024-01-05
2035,STK002035,124,16,20260819,20,11,0,5,10,Normal,2026-09-07
2036,STK002036,124,20,20261110,28,20,0,5,10,Overstock,2026-11-27
2037,STK002037,124,21,20221216,37,23,0,5,10,Overstock,2022-12-24
2038,STK002038,124,23,20240715,23,5,0,5,10,Low Stock,2024-07-25
2039,STK002039,124,24,20230213,32,4,0,5,10,Low Stock,2023-03-11
2040,STK002040,124,25,20240413,8,8,0,5,10,Normal,2024-05-04
2041,STK002041,125,1,20220328,188,81,0,60,100,Normal,2022-04-09
2042,STK002042,125,4,20261231,245,170,0,60,100,Normal,2027-01-19
2043,STK002043,125,6,20250121,93,38,0,60,100,Low Stock,2025-01-28
2044,STK002044,125,7,20251024,271,69,0,60,100,Normal,2025-11-13
2045,STK002045,125,9,20250313,375,288,4,60,100,Overstock,2025-03-26
2046,STK002046,125,10,20240408,296,10,0,60,100,Low Stock,2024-05-08
2047,STK002047,125,11,20220420,257,235,0,60,100,Overstock,2022-05-02
2048,STK002048,125,12,20250403,185,94,17,60,100,Normal,2025-05-02
2049,STK002049,125,13,20230522,76,29,6,60,100,Low Stock,2023-06-16
2050,STK002050,125,14,20240219,120,87,0,60,100,Normal,2024-03-03
2051,STK002051,125,16,20240606,217,27,0,60,100,Low Stock,2024-06-29
2052,STK002052,125,17,20240321,129,80,0,60,100,Normal,2024-03-29
2053,STK002053,125,20,20230214,161,47,0,60,100,Low Stock,2023-03-06
2054,STK002054,125,22,20250710,162,49,0,60,100,Low Stock,2025-07-19
2055,STK002055,125,23,20230126,99,96,0,60,100,Normal,2023-02-25
2056,STK002056,125,25,20250605,456,375,0,60,100,Overstock,2025-06-27
2057,STK002057,126,2,20260803,68,24,0,10,20,Normal,2026-08-20
2058,STK002058,126,3,20260611,245,186,5,10,20,Overstock,2026-06-22
2059,STK002059,126,5,20230503,30,30,0,10,20,Normal,2023-06-02
2060,STK002060,126,6,20260206,84,0,0,10,20,Out of Stock,2026-03-04
2061,STK002061,126,7,20260811,40,40,0,10,20,Normal,2026-09-06
2062,STK002062,126,8,20221016,73,60,6,10,20,Overstock,2022-10-29
2063,STK002063,126,9,20251029,67,14,0,10,20,Normal,2025-11-23
2064,STK002064,126,10,20260707,60,40,0,10,20,Overstock,2026-07-28
2065,STK002065,126,14,20230317,24,17,0,10,20,Normal,2023-04-14
2066,STK002066,126,15,20250416,73,15,0,10,20,Normal,2025-04-29
2067,STK002067,126,16,20221105,35,4,0,10,20,Low Stock,2022-12-04
2068,STK002068,126,19,20260606,67,30,0,10,20,Normal,2026-06-20
2069,STK002069,126,20,20240703,32,5,0,10,20,Low Stock,2024-07-13
2070,STK002070,126,21,20260619,90,35,0,10,20,Normal,2026-07-10
2071,STK002071,126,25,20250520,53,2,0,10,20,Low Stock,2025-06-06
2072,STK002072,127,1,20220530,11,5,0,5,10,Low Stock,2022-06-22
2073,STK002073,127,2,20240811,18,2,0,5,10,Low Stock,2024-08-18
2074,STK002074,127,3,20261206,22,5,1,5,10,Low Stock,2027-01-02
2075,STK002075,127,4,20221124,3,1,0,5,10,Low Stock,2022-12-12
2076,STK002076,127,5,20270110,27,21,0,5,10,Overstock,2027-01-26
2077,STK002077,127,9,20221215,8,5,0,5,10,Low Stock,2022-12-26
2078,STK002078,127,10,20260905,15,12,0,5,10,Normal,2026-09-29
2079,STK002079,127,12,20240824,11,10,0,5,10,Normal,2024-08-31
2080,STK002080,127,14,20260218,11,6,0,5,10,Normal,2026-03-03
2081,STK002081,127,15,20260411,14,4,0,5,10,Low Stock,2026-04-23
2082,STK002082,127,16,20260612,21,0,0,5,10,Out of Stock,2026-07-01
2083,STK002083,127,18,20240625,19,3,0,5,10,Low Stock,2024-07-06
2084,STK002084,127,19,20251111,18,13,0,5,10,Normal,2025-11-28
2085,STK002085,127,21,20230712,32,29,0,5,10,Overstock,2023-07-24
2086,STK002086,127,22,20250110,12,4,0,5,10,Low Stock,2025-02-05
2087,STK002087,127,25,20230306,4,3,0,5,10,Low Stock,2023-03-18
2088,STK002088,128,2,20250302,185,64,0,10,20,Overstock,2025-03-25
2089,STK002089,128,6,20260905,92,41,0,10,20,Overstock,2026-10-04
2090,STK002090,128,7,20260523,202,11,2,10,20,Normal,2026-06-07
2091,STK002091,128,9,20240115,33,27,0,10,20,Normal,2024-02-14
2092,STK002092,128,10,20230524,93,30,0,10,20,Normal,2023-06-19
2093,STK002093,128,11,20220329,145,34,0,10,20,Normal,2022-04-09
2094,STK002094,128,12,20241002,17,3,0,10,20,Low Stock,2024-10-30
2095,STK002095,128,13,20260705,214,99,1,10,20,Overstock,2026-07-13
2096,STK002096,128,14,20250801,232,49,0,10,20,Overstock,2025-08-15
2097,STK002097,128,15,20231223,28,9,0,10,20,Low Stock,2024-01-21
2098,STK002098,128,16,20240626,53,1,0,10,20,Low Stock,2024-07-18
2099,STK002099,128,17,20251214,81,8,0,10,20,Low Stock,2026-01-06
2100,STK002100,128,19,20231221,112,56,3,10,20,Overstock,2023-12-28
2101,STK002101,128,20,20250914,48,12,0,10,20,Normal,2025-09-22
2102,STK002102,128,21,20261201,136,17,0,10,20,Normal,2026-12-09
2103,STK002103,128,22,20250417,171,52,0,10,20,Overstock,2025-05-11
2104,STK002104,128,23,20261015,76,70,0,10,20,Overstock,2026-11-14
2105,STK002105,128,24,20261217,215,125,0,10,20,Overstock,2027-01-01
2106,STK002106,128,25,20260811,29,13,0,10,20,Normal,2026-08-31
2107,STK002107,129,1,20230722,22,11,0,20,40,Low Stock,2023-07-30
2108,STK002108,129,3,20250926,47,0,0,20,40,Out of Stock,2025-10-15
2109,STK002109,129,5,20220911,91,13,0,20,40,Low Stock,2022-10-01
2110,STK002110,129,6,20220518,64,63,0,20,40,Normal,2022-06-04
2111,STK002111,129,7,20261121,143,21,0,20,40,Normal,2026-12-10
2112,STK002112,129,8,20230524,51,38,0,20,40,Normal,2023-06-14
2113,STK002113,129,9,20230225,144,87,0,20,40,Overstock,2023-03-15
2114,STK002114,129,11,20221204,30,27,0,20,40,Normal,2022-12-20
2115,STK002115,129,13,20260822,356,135,0,20,40,Overstock,2026-08-30
2116,STK002116,129,14,20260227,279,199,0,20,40,Overstock,2026-03-07
2117,STK002117,129,15,20250422,23,21,0,20,40,Normal,2025-05-16
2118,STK002118,129,16,20261101,92,26,0,20,40,Normal,2026-11-19
2119,STK002119,129,17,20261122,235,194,0,20,40,Overstock,2026-12-05
2120,STK002120,129,18,20221001,126,48,0,20,40,Normal,2022-10-19
2121,STK002121,129,21,20261121,65,61,0,20,40,Normal,2026-12-12
2122,STK002122,129,22,20260808,273,271,0,20,40,Overstock,2026-08-20
2123,STK002123,129,23,20250730,66,47,0,20,40,Normal,2025-08-24
2124,STK002124,129,24,20240619,39,25,0,20,40,Normal,2024-07-13
2125,STK002125,130,2,20260315,206,135,0,60,100,Normal,2026-03-23
2126,STK002126,130,3,20251211,296,83,0,60,100,Normal,2025-12-19
2127,STK002127,130,5,20260201,341,103,0,60,100,Normal,2026-02-27
2128,STK002128,130,7,20260212,492,264,0,60,100,Overstock,2026-02-28
2129,STK002129,130,8,20240509,123,2,0,60,100,Low Stock,2024-05-16
2130,STK002130,130,10,20260211,155,68,0,60,100,Normal,2026-02-24
2131,STK002131,130,11,20240126,83,59,0,60,100,Low Stock,2024-02-24
2132,STK002132,130,12,20231120,204,34,0,60,100,Low Stock,2023-12-14
2133,STK002133,130,15,20230722,135,15,0,60,100,Low Stock,2023-08-11
2134,STK002134,130,16,20230115,51,44,0,60,100,Low Stock,2023-02-02
2135,STK002135,130,18,20221128,256,39,0,60,100,Low Stock,2022-12-24
2136,STK002136,130,19,20250210,60,23,0,60,100,Low Stock,2025-03-07
2137,STK002137,130,22,20240520,82,30,0,60,100,Low Stock,2024-06-14
2138,STK002138,130,23,20220319,151,102,0,60,100,Normal,2022-03-31
2139,STK002139,130,24,20250907,270,158,0,60,100,Normal,2025-09-24
2140,STK002140,131,3,20250412,114,74,0,10,20,Overstock,2025-05-03
2141,STK002141,131,4,20231003,73,27,0,10,20,Normal,2023-10-13
2142,STK002142,131,8,20250716,92,28,0,10,20,Normal,2025-08-04
2143,STK002143,131,10,20240524,17,13,0,10,20,Normal,2024-06-01
2144,STK002144,131,12,20241204,88,68,3,10,20,Overstock,2024-12-31
2145,STK002145,131,14,20251027,89,84,0,10,20,Overstock,2025-11-03
2146,STK002146,131,15,20251029,59,7,0,10,20,Low Stock,2025-11-12
2147,STK002147,131,16,20261119,47,36,0,10,20,Normal,2026-12-15
2148,STK002148,131,17,20221211,149,122,0,10,20,Overstock,2022-12-26
2149,STK002149,131,18,20230628,72,18,0,10,20,Normal,2023-07-17
2150,STK002150,131,19,20240428,25,21,0,10,20,Normal,2024-05-22
2151,STK002151,131,20,20241211,51,0,0,10,20,Out of Stock,2025-01-08
2152,STK002152,131,21,20230923,199,135,0,10,20,Overstock,2023-10-23
2153,STK002153,131,22,20250416,44,19,0,10,20,Normal,2025-05-13
2154,STK002154,131,24,20230103,49,4,0,10,20,Low Stock,2023-01-16
2155,STK002155,131,25,20251008,147,69,0,10,20,Overstock,2025-10-20
2156,STK002156,132,1,20241216,308,10,0,20,40,Low Stock,2025-01-03
2157,STK002157,132,2,20260509,23,20,2,20,40,Low Stock,2026-05-21
2158,STK002158,132,3,20220518,69,39,1,20,40,Normal,2022-06-17
2159,STK002159,132,4,20220228,24,20,0,20,40,Low Stock,2022-03-17
2160,STK002160,132,5,20260712,45,1,0,20,40,Low Stock,2026-07-20
2161,STK002161,132,6,20241123,221,25,0,20,40,Normal,2024-12-06
2162,STK002162,132,8,20250220,267,54,0,20,40,Normal,2025-03-19
2163,STK002163,132,9,20240823,213,40,0,20,40,Normal,2024-09-18
2164,STK002164,132,11,20250728,161,93,0,20,40,Overstock,2025-08-16
2165,STK002165,132,12,20250217,158,154,0,20,40,Overstock,2025-03-10
2166,STK002166,132,14,20260706,20,5,0,20,40,Low Stock,2026-08-02
2167,STK002167,132,15,20260408,38,6,0,20,40,Low Stock,2026-04-19
2168,STK002168,132,16,20250627,137,99,0,20,40,Overstock,2025-07-17
2169,STK002169,132,17,20260302,152,51,0,20,40,Normal,2026-03-21
2170,STK002170,132,18,20220331,26,8,1,20,40,Low Stock,2022-04-27
2171,STK002171,132,20,20230809,165,46,0,20,40,Normal,2023-08-30
2172,STK002172,132,21,20240211,130,97,0,20,40,Overstock,2024-02-25
2173,STK002173,132,22,20260324,255,208,0,20,40,Overstock,2026-04-17
2174,STK002174,132,23,20241013,102,31,0,20,40,Normal,2024-11-10
2175,STK002175,132,24,20260602,257,128,0,20,40,Overstock,2026-06-13
2176,STK002176,132,25,20260426,186,137,0,20,40,Overstock,2026-05-26
2177,STK002177,133,1,20221219,20,9,0,5,10,Normal,2023-01-14
2178,STK002178,133,2,20261006,18,3,0,5,10,Low Stock,2026-10-18
2179,STK002179,133,3,20231115,13,3,0,5,10,Low Stock,2023-12-14
2180,STK002180,133,8,20251104,23,14,0,5,10,Normal,2025-11-22
2181,STK002181,133,12,20250313,17,12,0,5,10,Normal,2025-04-01
2182,STK002182,133,13,20251016,25,24,0,5,10,Overstock,2025-11-14
2183,STK002183,133,14,20260414,14,5,0,5,10,Low Stock,2026-05-13
2184,STK002184,133,15,20251214,16,9,0,5,10,Normal,2026-01-02
2185,STK002185,133,16,20250213,16,9,0,5,10,Normal,2025-03-14
2186,STK002186,133,20,20250730,19,10,0,5,10,Normal,2025-08-12
2187,STK002187,133,21,20260830,25,16,0,5,10,Normal,2026-09-28
2188,STK002188,133,22,20230318,11,5,0,5,10,Low Stock,2023-04-02
2189,STK002189,133,23,20250123,10,10,0,5,10,Normal,2025-02-13
2190,STK002190,133,24,20231102,34,23,0,5,10,Overstock,2023-11-18
2191,STK002191,133,25,20240714,27,22,0,5,10,Overstock,2024-07-26
2192,STK002192,134,3,20260609,63,55,0,5,10,Overstock,2026-07-06
2193,STK002193,134,5,20230705,14,9,0,5,10,Normal,2023-08-03
2194,STK002194,134,6,20260502,77,8,0,5,10,Normal,2026-05-31
2195,STK002195,134,7,20251016,38,35,1,5,10,Overstock,2025-11-05
2196,STK002196,134,10,20250921,14,10,0,5,10,Normal,2025-10-19
2197,STK002197,134,12,20241106,27,3,0,5,10,Low Stock,2024-11-28
2198,STK002198,134,13,20240115,30,9,0,5,10,Normal,2024-02-10
2199,STK002199,134,14,20250903,28,23,0,5,10,Overstock,2025-09-15
2200,STK002200,134,15,20261221,33,12,0,5,10,Normal,2027-01-04
2201,STK002201,134,18,20230221,17,3,0,5,10,Low Stock,2023-03-23
2202,STK002202,134,19,20240922,33,11,0,5,10,Normal,2024-10-13
2203,STK002203,134,20,20220216,16,3,0,5,10,Low Stock,2022-03-04
2204,STK002204,135,1,20240526,275,59,0,60,100,Low Stock,2024-06-25
2205,STK002205,135,2,20260510,182,57,0,60,100,Low Stock,2026-05-18
2206,STK002206,135,3,20250718,168,31,3,60,100,Low Stock,2025-08-17
2207,STK002207,135,4,20261006,1028,856,0,60,100,Overstock,2026-10-26
2208,STK002208,135,6,20231030,97,40,0,60,100,Low Stock,2023-11-07
2209,STK002209,135,8,20220913,179,175,0,60,100,Normal,2022-09-24
2210,STK002210,135,9,20230211,219,200,0,60,100,Overstock,2023-02-20
2211,STK002211,135,10,20250421,956,126,0,60,100,Normal,2025-05-05
2212,STK002212,135,12,20250121,261,101,0,60,100,Normal,2025-02-10
2213,STK002213,135,13,20240711,340,112,4,60,100,Normal,2024-07-29
2214,STK002214,135,14,20230702,190,97,0,60,100,Normal,2023-07-31
2215,STK002215,135,15,20230402,129,59,0,60,100,Low Stock,2023-04-19
2216,STK002216,135,16,20230704,292,57,0,60,100,Low Stock,2023-07-25
2217,STK002217,135,17,20260412,176,79,0,60,100,Normal,2026-04-24
2218,STK002218,135,18,20260104,306,301,0,60,100,Overstock,2026-01-12
2219,STK002219,135,19,20240102,378,149,0,60,100,Normal,2024-01-29
2220,STK002220,135,20,20220324,81,32,2,60,100,Low Stock,2022-04-17
2221,STK002221,135,25,20231214,219,104,0,60,100,Normal,2024-01-11
2222,STK002222,136,1,20220228,29,14,0,20,40,Low Stock,2022-03-24
2223,STK002223,136,2,20261110,64,50,1,20,40,Normal,2026-11-18
2224,STK002224,136,5,20250309,27,7,0,20,40,Low Stock,2025-03-22
2225,STK002225,136,7,20230206,140,74,0,20,40,Normal,2023-03-08
2226,STK002226,136,8,20251011,356,205,0,20,40,Overstock,2025-10-23
2227,STK002227,136,9,20240826,50,32,0,20,40,Normal,2024-09-24
2228,STK002228,136,10,20260301,106,22,0,20,40,Normal,2026-03-18
2229,STK002229,136,11,20260326,231,177,0,20,40,Overstock,2026-04-20
2230,STK002230,136,12,20261006,297,263,0,20,40,Overstock,2026-10-18
2231,STK002231,136,13,20251113,133,30,0,20,40,Normal,2025-12-01
2232,STK002232,136,14,20260905,111,98,7,20,40,Overstock,2026-09-13
2233,STK002233,136,16,20250328,222,84,0,20,40,Overstock,2025-04-25
2234,STK002234,136,17,20230528,101,33,0,20,40,Normal,2023-06-21
2235,STK002235,136,18,20240805,220,6,0,20,40,Low Stock,2024-08-30
2236,STK002236,136,20,20240229,222,139,0,20,40,Overstock,2024-03-12
2237,STK002237,136,21,20230820,135,114,0,20,40,Overstock,2023-09-06
2238,STK002238,136,22,20241119,60,40,0,20,40,Normal,2024-12-01
2239,STK002239,136,23,20250201,238,140,0,20,40,Overstock,2025-02-18
2240,STK002240,137,2,20250619,362,94,0,60,100,Normal,2025-06-28
2241,STK002241,137,4,20260401,87,51,0,60,100,Low Stock,2026-04-15
2242,STK002242,137,6,20261015,603,340,0,60,100,Overstock,2026-11-08
2243,STK002243,137,8,20260429,58,33,0,60,100,Low Stock,2026-05-21
2244,STK002244,137,9,20260312,204,95,0,60,100,Normal,2026-03-22
2245,STK002245,137,11,20261215,88,14,5,60,100,Low Stock,2027-01-11
2246,STK002246,137,12,20230607,295,236,0,60,100,Overstock,2023-06-25
2247,STK002247,137,14,20260121,422,367,0,60,100,Overstock,2026-02-01
2248,STK002248,137,15,20250829,192,132,0,60,100,Normal,2025-09-11
2249,STK002249,137,16,20220124,129,58,0,60,100,Low Stock,2022-02-20
2250,STK002250,137,17,20260115,113,52,0,60,100,Low Stock,2026-02-04
2251,STK002251,137,18,20270104,617,82,0,60,100,Normal,2027-01-18
2252,STK002252,137,19,20260313,141,94,0,60,100,Normal,2026-04-05
2253,STK002253,137,21,20250810,974,103,0,60,100,Normal,2025-08-28
2254,STK002254,137,22,20220907,347,237,0,60,100,Overstock,2022-09-18
2255,STK002255,137,24,20250906,155,140,0,60,100,Normal,2025-09-25
2256,STK002256,137,25,20220402,186,43,0,60,100,Low Stock,2022-04-22
2257,STK002257,138,1,20260827,250,15,0,20,40,Low Stock,2026-09-08
2258,STK002258,138,2,20251029,98,45,0,20,40,Normal,2025-11-18
2259,STK002259,138,3,20250529,129,96,0,20,40,Overstock,2025-06-18
2260,STK002260,138,4,20250921,249,98,0,20,40,Overstock,2025-10-09
2261,STK002261,138,5,20260708,58,56,0,20,40,Normal,2026-07-22
2262,STK002262,138,6,20260102,86,79,0,20,40,Normal,2026-01-25
2263,STK002263,138,7,20241119,333,54,9,20,40,Normal,2024-12-01
2264,STK002264,138,8,20251115,46,41,0,20,40,Normal,2025-12-11
2265,STK002265,138,10,20260307,66,56,0,20,40,Normal,2026-04-04
2266,STK002266,138,11,20250315,140,114,0,20,40,Overstock,2025-03-27
2267,STK002267,138,13,20251031,62,57,0,20,40,Normal,2025-11-21
2268,STK002268,138,15,20240727,113,63,0,20,40,Normal,2024-08-09
2269,STK002269,138,16,20230213,102,87,0,20,40,Overstock,2023-03-13
2270,STK002270,138,17,20220621,133,100,0,20,40,Overstock,2022-07-08
2271,STK002271,138,20,20230323,111,3,0,20,40,Low Stock,2023-04-16
2272,STK002272,138,22,20240522,99,12,0,20,40,Low Stock,2024-06-01
2273,STK002273,138,23,20251007,202,100,0,20,40,Overstock,2025-10-29
2274,STK002274,138,24,20221030,146,91,0,20,40,Overstock,2022-11-17
2275,STK002275,138,25,20250310,264,7,0,20,40,Low Stock,2025-04-07
2276,STK002276,139,1,20250305,20,11,0,10,20,Normal,2025-04-02
2277,STK002277,139,4,20230927,253,233,7,10,20,Overstock,2023-10-26
2278,STK002278,139,5,20260908,162,90,0,10,20,Overstock,2026-09-30
2279,STK002279,139,7,20260726,67,56,0,10,20,Overstock,2026-08-20
2280,STK002280,139,8,20240526,19,13,0,10,20,Normal,2024-06-02
2281,STK002281,139,9,20220929,15,2,0,10,20,Low Stock,2022-10-29
2282,STK002282,139,10,20220905,46,14,0,10,20,Normal,2022-09-12
2283,STK002283,139,11,20220710,86,13,0,10,20,Normal,2022-07-27
2284,STK002284,139,12,20261004,48,21,0,10,20,Normal,2026-10-13
2285,STK002285,139,13,20230702,156,110,0,10,20,Overstock,2023-07-27
2286,STK002286,139,15,20251214,31,7,0,10,20,Low Stock,2025-12-21
2287,STK002287,139,16,20260604,54,35,0,10,20,Normal,2026-06-16
2288,STK002288,139,17,20250801,76,9,0,10,20,Low Stock,2025-08-27
2289,STK002289,139,19,20220807,59,19,0,10,20,Normal,2022-09-06
2290,STK002290,139,20,20230528,133,71,2,10,20,Overstock,2023-06-16
2291,STK002291,139,22,20251004,36,10,0,10,20,Low Stock,2025-10-12
2292,STK002292,139,24,20261010,118,19,0,10,20,Normal,2026-10-31
2293,STK002293,139,25,20250219,43,31,0,10,20,Normal,2025-03-11
2294,STK002294,140,2,20250301,171,37,0,40,80,Low Stock,2025-03-22
2295,STK002295,140,3,20260802,646,43,20,40,80,Normal,2026-08-14
2296,STK002296,140,4,20220718,173,38,0,40,80,Low Stock,2022-07-31
2297,STK002297,140,5,20260826,71,45,0,40,80,Normal,2026-09-16
2298,STK002298,140,7,20251008,35,3,0,40,80,Low Stock,2025-11-06
2299,STK002299,140,8,20250217,219,195,0,40,80,Overstock,2025-02-24
2300,STK002300,140,9,20250806,190,138,0,40,80,Normal,2025-08-30
2301,STK002301,140,10,20250702,178,2,0,40,80,Low Stock,2025-07-18
2302,STK002302,140,11,20250713,61,12,0,40,80,Low Stock,2025-08-02
2303,STK002303,140,12,20250719,61,40,0,40,80,Low Stock,2025-08-09
2304,STK002304,140,15,20250312,515,125,0,40,80,Normal,2025-03-31
2305,STK002305,140,16,20240922,265,240,0,40,80,Overstock,2024-10-06
2306,STK002306,140,17,20260821,399,372,0,40,80,Overstock,2026-09-16
2307,STK002307,140,18,20241130,455,303,0,40,80,Overstock,2024-12-16
2308,STK002308,140,19,20240919,418,285,0,40,80,Overstock,2024-09-26
2309,STK002309,140,20,20251018,568,334,0,40,80,Overstock,2025-10-27
2310,STK002310,140,21,20250415,70,70,0,40,80,Normal,2025-04-23
2311,STK002311,140,22,20260823,560,6,0,40,80,Low Stock,2026-09-15
2312,STK002312,140,24,20250505,265,81,0,40,80,Normal,2025-05-20
2313,STK002313,140,25,20250822,144,40,0,40,80,Low Stock,2025-09-20
2314,STK002314,141,4,20230520,268,164,0,100,200,Normal,2023-06-09
2315,STK002315,141,7,20231019,342,156,0,100,200,Normal,2023-11-01
2316,STK002316,141,9,20230302,205,114,0,100,200,Normal,2023-03-29
2317,STK002317,141,11,20251103,357,103,0,100,200,Normal,2025-11-13
2318,STK002318,141,12,20230820,899,302,10,100,200,Normal,2023-09-17
2319,STK002319,141,13,20250908,381,49,0,100,200,Low Stock,2025-10-07
2320,STK002320,141,14,20260802,1459,26,0,100,200,Low Stock,2026-08-20
2321,STK002321,141,16,20230214,160,71,0,100,200,Low Stock,2023-03-16
2322,STK002322,141,17,20250904,667,346,0,100,200,Normal,2025-09-12
2323,STK002323,141,18,20250414,585,354,0,100,200,Normal,2025-05-12
2324,STK002324,141,19,20250930,705,115,0,100,200,Normal,2025-10-13
2325,STK002325,141,20,20260714,187,26,0,100,200,Low Stock,2026-07-30
2326,STK002326,141,21,20250913,652,49,0,100,200,Low Stock,2025-10-11
2327,STK002327,141,22,20250827,806,571,0,100,200,Overstock,2025-09-17
2328,STK002328,141,23,20260815,302,275,0,100,200,Normal,2026-09-09
2329,STK002329,141,24,20260623,461,66,0,100,200,Low Stock,2026-07-02
2330,STK002330,141,25,20260301,537,348,0,100,200,Normal,2026-03-16
2331,STK002331,142,1,20260623,110,98,0,20,40,Overstock,2026-07-06
2332,STK002332,142,2,20250106,218,52,0,20,40,Normal,2025-01-26
2333,STK002333,142,5,20250808,137,74,0,20,40,Normal,2025-08-22
2334,STK002334,142,8,20231017,157,134,0,20,40,Overstock,2023-11-11
2335,STK002335,142,10,20250208,72,16,0,20,40,Low Stock,2025-02-19
